ticker,quarter_id,return_q,return_mean_daily,return_std_daily,volatility_q,price_range_q,volume_mean_q,volume_change_q,sma20_end,ema20_end,price_vs_sma20,rsi_mean_q,rsi_end_q,macd_hist_mean_q,bb_position_q,return_prev_q,return_2q_ago
ACB,2021Q4,0.05846621108580103,0.001086689738129625,0.013532787457092592,0.1030626387630982,0.14284977433913604,4917331.0344827585,,13.424500000000002,13.494739726840388,0.038399940407463785,40.527353320676426,63.70993430279689,-0.03183639862674112,0.5761149332583805,,
ACB,2022Q1,-0.03956834532374106,-0.0006500183666288263,0.013888487738336829,0.10577157139874628,0.12060658315159498,6107798.275862069,0.24209621703952103,13.286999999999999,13.327528200015514,0.004741476631293792,49.16288300714468,48.91335133653873,-0.009681620400109387,0.4477178714798483,0.05846621108580103,
ACB,2022Q2,-0.10222222222222228,-0.0012392670354660987,0.025354715611629657,0.19964323036930212,0.21487007047243598,3704262.9032258065,-0.39351911508521814,12.245000000000003,12.169533435991537,-0.010208248264598083,46.08447168241704,48.117070037900994,0.0009770419913388247,0.4250767703049436,-0.03956834532374106,0.05846621108580103
ACB,2022Q3,-0.07736625514403288,-0.001176260138695184,0.009290399203654834,0.07432319362923867,0.14542280190507975,2625782.296875,-0.29114580539400337,11.711500000000001,11.628467563942332,-0.042821158690176324,46.18856839963645,29.599060471940657,-0.009770424017014504,0.43079668152859796,-0.10222222222222228,-0.03956834532374106
ACB,2022Q4,0.013748854262144854,0.0003003351679762375,0.03211631349986493,0.2589299973610713,0.30625898563721504,3860254.0153846154,0.4701348318094713,11.434500000000002,11.282661730063785,-0.032751760024487396,47.17045295705298,45.22225082041943,0.023677160474426067,0.4885567499502765,-0.07736625514403288,-0.10222222222222228
ACB,2023Q1,0.10113339145597211,0.0024164809275362886,0.01829931667103608,0.14055971843662993,0.18532175243089705,3566417.1016949154,-0.07611854362916157,12.3855,12.39819686140677,0.01974082596584719,55.44147569572448,56.350852981358166,-0.009339942728583402,0.5698402455874003,0.013748854262144854,-0.07736625514403288
ACB,2023Q2,0.045490196078431376,0.0008966847580159535,0.007313188899868179,0.057584106981697816,0.12057991513437064,7009870.241935484,0.9655217104595228,13.18,13.164440252512012,0.011380880121396082,57.88974577376922,60.84736939899758,0.010443642665285132,0.6896749075883201,0.10113339145597211,0.013748854262144854
ACB,2023Q3,-0.009002250562640602,-7.578695523657687e-05,0.011751669626286671,0.09327598596283766,0.1292103227621124,8697272.26984127,0.24071801184152597,13.549000000000003,13.453145522459492,-0.025020296700863687,53.98347406069836,40.243901932603784,-0.01235301359065727,0.5559538509639023,0.045490196078431376,0.10113339145597211
ACB,2023Q4,0.09138972809667667,0.001457435364422862,0.012449750774589038,0.10037309964681633,0.14038557722911837,5950153.215384616,-0.3158598430892622,13.819500000000001,13.911916568816359,0.04562393719020209,52.32769637187672,73.89347211995529,0.012332030988738371,0.5751307350492229,-0.009002250562640602,0.045490196078431376
ACB,2024Q1,0.16576454668470914,0.003090828852997671,0.014625414377194222,0.1123399394542018,0.18696466109583032,11883630.101694915,0.9971973277879302,16.6705,16.733386835568233,0.03356228067544464,65.56942734761239,62.513961723591684,0.00011079572467216284,0.7156971739199722,0.09138972809667667,-0.009002250562640602
ACB,2024Q2,-0.0040697674418604815,-2.9601256432596698e-05,0.011561843808093194,0.09030088685504321,0.13310711436234132,9475289.967213115,-0.20266030782448444,17.5705,17.460560927251215,-0.025070430551207997,54.97387213748086,41.071750179464,-0.0031797478654480757,0.5696283467215096,0.16576454668470914,0.09138972809667667
ACB,2024Q3,0.08231173380035027,0.0012953965814492784,0.010914555282713312,0.0873164422617065,0.13336895538338228,7914142.875,-0.1647598224028052,17.969999999999995,18.095333508497145,0.031719532554257315,53.50257960727792,65.2088179451573,0.008654376196162744,0.5830252974977634,-0.0040697674418604815,0.16576454668470914
ACB,2024Q4,0.0016181229773463398,6.434512310413563e-05,0.009016640112096042,0.07325153055144934,0.09516903380676119,6784716.651515151,-0.14270986022410528,18.205000000000002,18.190759189531317,0.02004943696786588,51.31714318352633,63.87837846726561,-0.012409167623759784,0.4885579943620826,0.08231173380035027,-0.0040697674418604815
ACB,2025Q1,0.015735214324470927,0.00016000755402584851,0.006580416121259225,0.05011495612167931,0.08919002041025535,6708082.793103448,-0.011295071312165927,18.876,18.80123282847992,-0.00826446280991748,55.877167035144346,47.800572183145526,0.002831357237014048,0.6156148810863841,0.0016181229773463398,0.08231173380035027
ACB,2025Q2,-0.021333333333333256,-0.00013489419394657116,0.01974706760034594,0.15422952832570866,0.21912887292321512,11983067.639344262,0.7863625135432144,18.2425,18.265917707050814,0.005892832670960762,49.67711623003769,55.98543820021019,-0.00014925622611270227,0.5141331290780663,0.015735214324470927,0.0016181229773463398
ACB,2025Q3,0.19727520435967286,0.003029914948542576,0.020813942671301343,0.16651154137041074,0.3325926792188049,19059346.078125,0.5905231157626986,22.539500000000004,22.34097470699921,-0.025266753920894648,65.511006284938,45.00265298834719,-0.0033242215836092083,0.7121916872809974,-0.021333333333333256,0.015735214324470927
ACB,2025Q4,-0.06972559604138555,-0.0008410602328808236,0.012388749251997688,0.10064667470863424,0.15080288573423326,10500860.621212121,-0.44904402395713444,20.729999999999997,20.78128360029259,-0.0024119633381571234,44.22784749385902,45.44644571468243,-0.011531979868414118,0.36688327637828344,0.19727520435967286,-0.021333333333333256
ACB,2026Q1,-0.01885880077369442,-0.00015428241187883876,0.019125324260843592,0.14439303169023604,0.1713548453028794,15506947.210526315,0.47673107661306513,20.090500000000006,20.245280092317174,0.009930066449316507,48.02739114315134,50.113016474047676,0.005022333908782744,0.48887403607989605,-0.06972559604138555,0.19727520435967286
ACB,2026Q2,0.10190151145782543,0.001928014155133978,0.016325077056933583,0.12645350313411313,0.19341897893882232,18954086.533333335,0.2222964504881436,22.360500000000002,22.12338179653956,0.010710851725140295,54.00876509803226,59.99556124232691,0.037519579468055855,0.5656881936284831,-0.01885880077369442,-0.06972559604138555
BCM,2021Q4,0.3869197347358793,0.006171766405387399,0.02928266085614101,0.22301010101633253,0.4787299150784539,621313.7931034482,,58.16,58.99195259904529,0.042812929848693296,51.683751890483904,59.968249493769264,0.03981717250803369,0.6248899795163017,,
BCM,2022Q1,0.11563753007217323,0.0028822890875797725,0.03254991648423514,0.24789277855875433,0.298889185784632,512762.0689655172,-0.17471320505491697,70.20150000000001,70.66103332919494,-0.009137981382164307,55.797608447924986,45.220599056227506,-0.281958990459728,0.5537395402712302,0.3869197347358793,
BCM,2022Q2,-0.07583697234352257,-0.0009050618712747128,0.03379843923471931,0.2661291766634896,0.37827987829963494,350770.96774193546,-0.3159186512184768,63.487500000000004,63.268959968649526,3.937783028151567e-05,47.352840101778014,47.58932108166606,-0.1105598967517341,0.4325032710694548,0.11563753007217323,0.3869197347358793
BCM,2022Q3,0.43362831858407075,0.005072779836840003,0.026633093260163415,0.21306474608130732,0.5488875835687408,209937.296875,-0.4014975121046726,87.54350000000001,86.48255049569903,-0.019230439724251477,63.060985218277224,51.229479345121185,0.34100471088665174,0.7070982558347054,-0.07583697234352257,0.11563753007217323
BCM,2022Q4,-0.09731504279516955,-0.0014727120290607683,0.020274086844285038,0.16345491375001472,0.2730099015074326,109687.87692307692,-0.47752077141210963,76.16100000000002,75.88593082949285,0.010884836070954676,44.60802558030039,55.257072795338296,-0.16701129763857084,0.38137817705483507,0.43362831858407075,-0.07583697234352257
BCM,2023Q1,-0.013210368893319892,0.0005091909395388999,0.008330257773374828,0.06398592407460749,0.07781095499413863,94161.03389830509,-0.14155477761376187,79.0665,78.99753131093057,0.0014355004964175968,53.69710434157263,50.387909104328905,-0.04102155801273882,0.5262086476775002,-0.09731504279516955,0.43362831858407075
BCM,2023Q2,-0.05152958876629889,-0.0007063017506249104,0.007694469019714518,0.060586309647572056,0.09220646953794502,142707.56451612903,0.5155692180510115,76.7825,76.52624364331416,-0.01474945462833319,41.56097388518632,44.967474587142455,0.061231247125456474,0.41247405818110333,-0.013210368893319892,-0.09731504279516955
BCM,2023Q3,-0.14080496958716185,-0.0019337482749271486,0.016667039571112572,0.1322905253905095,0.23724746965603452,276360.9365079365,0.9365542215297338,66.591,66.21147878761496,-0.0030184259134116236,40.52080228661018,48.350535475129064,-0.11404344693352074,0.2720303008201837,-0.05152958876629889,-0.013210368893319892
BCM,2023Q4,-0.08130939809926094,-0.0011831477327985797,0.017185201549776954,0.13855152435076148,0.21031334674439608,327257.90769230766,0.18416847123004845,60.8245,60.124717751206774,0.0012412761305065907,43.674112636769266,56.22943840553084,0.0983404046888917,0.42433247583819583,-0.14080496958716185,-0.05152958876629889
BCM,2024Q1,0.04855664942432845,0.00065132989911923,0.01564253373131741,0.12015258145619999,0.1915558107020527,887416.3220338983,1.7116726629819414,64.1945,63.42482151417456,-0.021099938468248862,53.99294931139015,47.45918388053715,0.004536160549834468,0.5685771991751299,-0.08130939809926094,-0.14080496958716185
BCM,2024Q2,-0.007870221651140296,3.082083237456607e-05,0.025242266890325164,0.19714840679931137,0.28691735488454506,842536.0655737704,-0.050574071431620016,61.522,61.2320252672869,0.0040310783134489235,47.134151947593026,53.28768372274199,0.028423830595462798,0.48053830015362664,0.04855664942432845,-0.08130939809926094
BCM,2024Q3,0.1124386252045826,0.0016476270316050506,0.017559674068612755,0.14047739254890204,0.1662975583368395,794160.25,-0.057416907774537,69.23400000000001,69.10889915384908,-0.01825692578790782,56.6804779458967,43.387811458791504,-0.03517694502677482,0.6430056294339022,-0.007870221651140296,0.04855664942432845
BCM,2024Q4,0.02379903040987226,0.0004568582861542209,0.012597010605830647,0.10233859794537468,0.11634746827577636,246349.18181818182,-0.6897991534854812,66.92750000000001,67.18733242030241,0.041276007620185844,46.51515484836208,69.35039962171435,0.014949712564795516,0.474680309674958,0.1124386252045826,-0.007870221651140296
BCM,2025Q1,0.056465517241379416,0.00106070121076376,0.016738184873234616,0.12747421819855828,0.21591174327047197,462326.4137931034,0.8767117892614871,76.94900000000001,76.1293917563757,-0.04443202640710094,59.766420399222575,41.7775203291785,0.0636736923209372,0.6719222490249687,0.02379903040987226,0.1124386252045826
BCM,2025Q2,-0.1541348344725908,-0.0020575192593864497,0.029877244039099637,0.23334873557336194,0.4547636242430977,589575.2950819673,0.27523601830331335,59.3925,59.85960474817006,0.06259207812434232,42.696711516459246,67.78387695264803,-0.09393821594619359,0.4312839099762867,0.056465517241379416,0.02379903040987226
BCM,2025Q3,0.037223974763407046,0.0008034234197843437,0.018137836560550364,0.1451026924844029,0.14913597226933328,584386.71875,-0.008800532137707533,66.6725,66.69610558933127,-0.013686302448535668,56.31978177405536,44.01483469571888,-0.012813031120962402,0.5952103335388583,-0.1541348344725908,0.056465517241379416
BCM,2025Q4,-0.07618613138686138,-0.0011034460915202724,0.01393777270251592,0.11323100071032607,0.1651256729320384,225658.81818181818,-0.6138536162072589,62.10600000000001,61.62678906142094,-0.0218336392619072,44.29794163368789,40.93511890669643,-0.06782777543196315,0.33153468937515085,0.037223974763407046,-0.1541348344725908
BCM,2026Q1,-0.11588411588411589,-0.001865067829001086,0.031722866069290916,0.23950238663541462,0.5157187398307277,1353101.245614035,4.996225879920244,54.37000000000001,55.22677553809949,-0.023358469744344492,47.05421168998409,38.622585526433674,-0.1193969361622501,0.428324878055125,-0.07618613138686138,0.037223974763407046
BCM,2026Q2,-0.03327171903881709,-0.0001274542650873234,0.015995414293367916,0.12389994634780403,0.10748370757018878,435336.6666666667,-0.6782674850993048,53.385000000000005,53.33438563430569,-0.020324061065842614,46.81060019381049,42.2912422227042,0.18297865034132385,0.4798474352648979,-0.11588411588411589,-0.07618613138686138
BID,2021Q4,0.17510917030567694,0.0029703031751529443,0.01664427207996867,0.12675899967330692,0.2000906018050667,2185158.620689655,,25.4945,25.543740381841207,0.05552177920728006,47.482981261519164,67.9470614407753,-0.10099976332487262,0.6272404392161501,,
BID,2022Q1,0.16291927755252494,0.003060108709544483,0.025349861365281615,0.19305879242309026,0.3126396390533827,3250944.827586207,0.48773860021208915,30.865000000000002,31.23637875971648,0.02219342297100271,59.27591175230607,52.02652247969466,-0.026694187366396057,0.5777007554491587,0.17510917030567694,
BID,2022Q2,-0.24463786136151697,-0.003779041444237082,0.02917117860483263,0.229694090028657,0.44755592893369434,1603817.7419354839,-0.5066610394842345,23.6155,23.799386211596993,0.028985200398043653,39.473343923131125,51.47799024205601,-0.03346279997534559,0.2704985452123374,0.16291927755252494,0.17510917030567694
BID,2022Q3,-0.032651455546813604,0.00040689400465977743,0.021254288937920876,0.170034311503367,0.24460021523515893,1696203.90625,0.05760390467000614,25.910500000000003,25.67459535998226,-0.05096389494606444,52.87185710871733,35.74804335981345,-0.002557995034794395,0.5637501772064372,-0.24463786136151697,0.16291927755252494
BID,2022Q4,0.22377622377622383,0.0025639731777772805,0.033823680809185255,0.27269523267983076,0.40192373754723465,1725569.2153846154,0.01731236971357809,28.441000000000003,28.350911071436528,-0.015505783903519654,52.11256178063638,49.35743099755677,0.0763015442365786,0.6063062773006697,-0.032651455546813604,-0.24463786136151697
BID,2023Q1,0.12148594377510037,0.003291109636610655,0.02229912410245783,0.17128282228078834,0.20012543444743516,1250625.3050847459,-0.2752389797322667,33.544000000000004,33.32046900704661,-0.0010135940853805755,57.36368892389711,53.383846884014304,-0.017209516670545884,0.69190763771832,0.22377622377622383,-0.032651455546813604
BID,2023Q2,-0.05557224391709216,-0.0009771669186149983,0.01016563994487745,0.08004432897033403,0.0855086637077157,870076.6129032258,-0.3042867361105675,31.940500000000004,31.976999923007977,-0.015669760961788397,46.51348758460802,42.99265638189173,-0.018742711791539263,0.385035117967587,0.12148594377510037,0.22377622377622383
BID,2023Q3,-0.0030988534242330774,0.0004953046357383498,0.016295536937751577,0.1293418146526731,0.12724690070456757,1650213.746031746,0.8966303904266542,33.3855,33.05057340956943,-0.03640802144643629,52.97912362357275,37.84328396977127,-0.013743238446082714,0.5514222899051514,-0.05557224391709216,0.12148594377510037
BID,2023Q4,0.11260978670012547,0.001642156368632772,0.01676899444761559,0.13519595541646415,0.23051660982695482,937211.5076923077,-0.43206659746592724,34.0405,34.037689869892866,0.041994095268870824,50.94805184895728,70.12255034341709,0.06522489708036906,0.605440647351413,-0.0030988534242330774,-0.05557224391709216
BID,2024Q1,0.21172453044963,0.0032572739196627598,0.017894930297062624,0.1374535677596877,0.28058448171935746,1912224.7288135593,1.0403342395165665,43.018499999999996,42.77565319623374,-0.01019328893383074,65.23989870912962,50.7990974987578,-0.012044290653681513,0.7460850721000193,0.11260978670012547,-0.0030988534242330774
