universe,model,config,accuracy,precision,recall,f1_macro,auc_roc,balanced_accuracy,relevance_variant,unit,threshold,n_samples,n_periods,test_samples,n_features,llm_nonzero_rows,annotations,positive_rate_test
liquid50_mat5,Logistic_Regression,Config_A,0.7090773809523809,0.5059288537549407,0.6448362720403022,0.6739756367663344,0.7609553169361553,0.6904223598849875,direct_indirect,2week,0.02,6889,124,1344,16,700,822,0.29538690476190477
liquid50_mat5,Random_Forest,Config_A,0.7455357142857143,0.579250720461095,0.5062972292191436,0.6821983273596177,0.7696291350918584,0.6760630813466362,direct_indirect,2week,0.02,6889,124,1344,16,700,822,0.29538690476190477
liquid50_mat5,XGBoost,Config_A,0.7202380952380952,0.5225806451612903,0.6120906801007556,0.678945268524001,0.7482890421561925,0.6888330908423524,direct_indirect,2week,0.02,6889,124,1344,16,700,822,0.29538690476190477
liquid50_mat5,LightGBM,Config_A,0.7105654761904762,0.508298755186722,0.6171284634760705,0.6712078590739892,0.7585481395577708,0.6834322359619001,direct_indirect,2week,0.02,6889,124,1344,16,700,822,0.29538690476190477
liquid50_mat5,Logistic_Regression,Config_LLM,0.6346726190476191,0.3089430894308943,0.19143576826196473,0.4981470566986201,0.512015937908123,0.5059607563590711,direct_indirect,2week,0.02,6889,124,1344,36,700,822,0.29538690476190477
liquid50_mat5,Random_Forest,Config_LLM,0.6458333333333334,0.26627218934911245,0.11335012594458438,0.467346959165798,0.48632297670756663,0.491205158009251,direct_indirect,2week,0.02,6889,124,1344,36,700,822,0.29538690476190477
liquid50_mat5,XGBoost,Config_LLM,0.6421130952380952,0.2692307692307692,0.12342569269521411,0.4705935824015998,0.4870650789048806,0.49149109344369996,direct_indirect,2week,0.02,6889,124,1344,36,700,822,0.29538690476190477
liquid50_mat5,LightGBM,Config_LLM,0.6398809523809523,0.2814070351758794,0.14105793450881612,0.4782809552529932,0.4950632914759322,0.49502738330509444,direct_indirect,2week,0.02,6889,124,1344,36,700,822,0.29538690476190477
liquid50_mat5,Logistic_Regression,Config_Hybrid,0.7023809523809523,0.4971209213051823,0.6523929471032746,0.6691407259702374,0.7609180788330643,0.6878649001619858,direct_indirect,2week,0.02,6889,124,1344,52,700,822,0.29538690476190477
liquid50_mat5,Random_Forest,Config_Hybrid,0.7492559523809523,0.5877192982456141,0.5062972292191436,0.6855345824617044,0.7710322136190382,0.6787029968693394,direct_indirect,2week,0.02,6889,124,1344,52,700,822,0.29538690476190477
liquid50_mat5,XGBoost,Config_Hybrid,0.7135416666666666,0.5129310344827587,0.5994962216624685,0.6710587795533127,0.7484353347040502,0.6804239292050462,direct_indirect,2week,0.02,6889,124,1344,52,700,822,0.29538690476190477
liquid50_mat5,LightGBM,Config_Hybrid,0.7254464285714286,0.5286885245901639,0.6498740554156172,0.6891959728136721,0.768541250508699,0.703500913663458,direct_indirect,2week,0.02,6889,124,1344,52,700,822,0.29538690476190477
