universe,model,config,accuracy,precision,recall,f1_macro,auc_roc,balanced_accuracy,relevance_variant,unit,threshold,n_samples,n_periods,test_samples,n_features,llm_nonzero_rows,annotations,positive_rate_test
liquid50_mat5,Logistic_Regression,Config_A,0.7090773809523809,0.5059288537549407,0.6448362720403022,0.6739756367663344,0.7609553169361553,0.6904223598849875,any_relevance,2week,0.02,6889,124,1344,16,744,899,0.29538690476190477
liquid50_mat5,Random_Forest,Config_A,0.7455357142857143,0.579250720461095,0.5062972292191436,0.6821983273596177,0.7696291350918584,0.6760630813466362,any_relevance,2week,0.02,6889,124,1344,16,744,899,0.29538690476190477
liquid50_mat5,XGBoost,Config_A,0.7202380952380952,0.5225806451612903,0.6120906801007556,0.678945268524001,0.7482890421561925,0.6888330908423524,any_relevance,2week,0.02,6889,124,1344,16,744,899,0.29538690476190477
liquid50_mat5,LightGBM,Config_A,0.7105654761904762,0.508298755186722,0.6171284634760705,0.6712078590739892,0.7585481395577708,0.6834322359619001,any_relevance,2week,0.02,6889,124,1344,16,744,899,0.29538690476190477
liquid50_mat5,Logistic_Regression,Config_LLM,0.6287202380952381,0.2926829268292683,0.181360201511335,0.48997022666519635,0.5001795408541889,0.4988110405655936,any_relevance,2week,0.02,6889,124,1344,36,744,899,0.29538690476190477
liquid50_mat5,Random_Forest,Config_LLM,0.6517857142857143,0.26490066225165565,0.10075566750629723,0.4636469063374037,0.48779122191515567,0.491771709149136,any_relevance,2week,0.02,6889,124,1344,36,744,899,0.29538690476190477
liquid50_mat5,XGBoost,Config_LLM,0.6450892857142857,0.2727272727272727,0.12090680100755667,0.4710036760610449,0.48902805891067913,0.4928715631225745,any_relevance,2week,0.02,6889,124,1344,36,744,899,0.29538690476190477
liquid50_mat5,LightGBM,Config_LLM,0.6436011904761905,0.28191489361702127,0.13350125944584382,0.47671336430252265,0.49495157716665905,0.49547291060993354,any_relevance,2week,0.02,6889,124,1344,36,744,899,0.29538690476190477
liquid50_mat5,Logistic_Regression,Config_Hybrid,0.6941964285714286,0.4866412213740458,0.6423173803526449,0.6605741526243896,0.7249833093502217,0.6791312350548864,any_relevance,2week,0.02,6889,124,1344,52,744,899,0.29538690476190477
liquid50_mat5,Random_Forest,Config_Hybrid,0.7529761904761905,0.5964391691394659,0.5062972292191436,0.6888880212182653,0.7720695607765741,0.6813429123920427,any_relevance,2week,0.02,6889,124,1344,52,744,899,0.29538690476190477
liquid50_mat5,XGBoost,Config_Hybrid,0.7127976190476191,0.5120350109409191,0.5894206549118388,0.6687702236444573,0.7445545923890637,0.6769700951433535,any_relevance,2week,0.02,6889,124,1344,52,744,899,0.29538690476190477
liquid50_mat5,LightGBM,Config_Hybrid,0.7127976190476191,0.5111561866125761,0.6347607052896725,0.6758045768706803,0.7661154540787692,0.6901364244505385,any_relevance,2week,0.02,6889,124,1344,52,744,899,0.29538690476190477
