universe,model,config,accuracy,precision,recall,f1_macro,auc_roc,balanced_accuracy,relevance_variant,unit,threshold,n_samples,n_periods,test_samples,n_features,llm_nonzero_rows,annotations,positive_rate_test
liquid50_mat5,Logistic_Regression,Config_A,0.65,0.543859649122807,0.5740740740740741,0.6343088650780958,0.7285745047372955,0.6358742463393626,any_relevance,2month,0.02,1568,28,280,16,526,899,0.38571428571428573
liquid50_mat5,Random_Forest,Config_A,0.725,0.6504854368932039,0.6203703703703703,0.7072203587772783,0.7392065030146425,0.7055340223944875,any_relevance,2month,0.02,1568,28,280,16,526,899,0.38571428571428573
liquid50_mat5,XGBoost,Config_A,0.7035714285714286,0.616822429906542,0.6111111111111112,0.6866868891135828,0.7493540051679587,0.6863695090439277,any_relevance,2month,0.02,1568,28,280,16,526,899,0.38571428571428573
liquid50_mat5,LightGBM,Config_A,0.7178571428571429,0.6355140186915887,0.6296296296296297,0.7017863161442535,0.7793927648578812,0.7014427217915591,any_relevance,2month,0.02,1568,28,280,16,526,899,0.38571428571428573
liquid50_mat5,Logistic_Regression,Config_LLM,0.5285714285714286,0.4178082191780822,0.5648148148148148,0.5244712058051567,0.5425279931093885,0.5353143841515935,any_relevance,2month,0.02,1568,28,280,36,526,899,0.38571428571428573
liquid50_mat5,Random_Forest,Config_LLM,0.5357142857142857,0.4236111111111111,0.5648148148148148,0.5310245310245311,0.5449235572782085,0.5411283376399656,any_relevance,2month,0.02,1568,28,280,36,526,899,0.38571428571428573
liquid50_mat5,XGBoost,Config_LLM,0.475,0.37254901960784315,0.5277777777777778,0.4725714066043901,0.49440137812230833,0.48481912144702843,any_relevance,2month,0.02,1568,28,280,36,526,899,0.38571428571428573
liquid50_mat5,LightGBM,Config_LLM,0.46785714285714286,0.36774193548387096,0.5277777777777778,0.46588828718106284,0.4880760120585702,0.47900516795865633,any_relevance,2month,0.02,1568,28,280,36,526,899,0.38571428571428573
liquid50_mat5,Logistic_Regression,Config_Hybrid,0.6392857142857142,0.5327102803738317,0.5277777777777778,0.6187394674755645,0.6502476313522826,0.6185400516795866,any_relevance,2month,0.02,1568,28,280,52,526,899,0.38571428571428573
liquid50_mat5,Random_Forest,Config_Hybrid,0.7,0.6090909090909091,0.6203703703703703,0.6845324319974248,0.748035099052541,0.6851851851851851,any_relevance,2month,0.02,1568,28,280,52,526,899,0.38571428571428573
liquid50_mat5,XGBoost,Config_Hybrid,0.7071428571428572,0.6140350877192983,0.6481481481481481,0.6940135401673864,0.7536068044788975,0.696167097329888,any_relevance,2month,0.02,1568,28,280,52,526,899,0.38571428571428573
liquid50_mat5,LightGBM,Config_Hybrid,0.7,0.6090909090909091,0.6203703703703703,0.6845324319974248,0.7696490094745909,0.6851851851851851,any_relevance,2month,0.02,1568,28,280,52,526,899,0.38571428571428573
