date,open,high,low,close,volume
2021-10-14,22.48,22.92,21.91,22.04,4642200
2021-10-15,22.39,22.48,21.69,21.87,4326200
2021-10-18,21.78,22.35,21.64,21.73,4202200
2021-10-19,21.73,21.73,21.16,21.16,5012200
2021-10-20,21.34,22.04,20.98,21.51,3084200
2021-10-21,21.07,21.34,20.72,20.81,5819600
2021-10-22,20.81,21.6,20.81,21.38,4774000
2021-10-25,21.73,22.0,21.16,21.25,3445100
2021-10-26,20.98,21.51,20.76,21.51,2168700
2021-10-27,21.73,22.48,21.47,22.26,7364200
2021-10-28,22.57,22.57,22.04,22.04,4216900
2021-10-29,22.04,22.39,21.78,21.82,3560900
2021-11-01,21.82,21.91,21.16,21.16,4692900
2021-11-02,21.16,21.87,21.12,21.42,2904900
2021-11-03,21.69,21.95,19.93,20.06,5180500
2021-11-04,20.28,21.16,19.97,20.85,2899600
2021-11-05,20.85,21.29,20.81,21.16,1584300
2021-11-08,21.47,22.0,21.16,21.73,3120600
2021-11-09,21.91,21.91,21.25,21.51,2631900
2021-11-10,21.51,22.48,21.25,22.48,5289500
2021-11-11,23.1,23.1,22.04,22.66,5484000
2021-11-12,22.66,23.98,22.66,23.98,7471200
2021-11-15,24.25,24.47,23.72,24.07,5372800
2021-11-16,23.8,24.86,23.1,24.42,5193600
2021-11-17,24.07,24.16,23.63,23.63,2637200
2021-11-18,23.63,24.07,22.97,23.36,3535300
2021-11-19,23.36,23.98,21.73,22.22,5031300
2021-11-22,22.22,22.31,20.68,20.68,5510000
2021-11-23,20.1,22.04,20.1,22.04,2313600
2021-11-24,22.75,22.84,22.0,22.0,2504700
2021-11-25,22.04,22.39,21.6,21.87,2676400
2021-11-26,22.04,23.14,21.42,22.39,4280400
2021-11-29,21.6,23.19,21.6,22.84,4184400
2021-11-30,23.36,24.07,23.01,23.54,5005600
2021-12-01,23.36,23.54,23.1,23.23,2419700
2021-12-02,23.01,23.72,23.01,23.45,2824000
2021-12-03,23.8,23.8,22.48,22.48,3030900
2021-12-06,22.22,22.88,22.04,22.48,2201200
2021-12-07,22.88,22.92,22.48,22.79,2111100
2021-12-08,22.92,23.28,22.84,22.92,2434900
2021-12-09,23.11,23.48,23.02,23.2,1724400
2021-12-10,23.34,24.4,23.34,23.99,3936700
2021-12-13,24.5,24.54,23.57,23.57,3409400
2021-12-14,23.11,23.11,22.0,22.09,7397300
2021-12-15,21.31,22.92,21.31,22.32,3863900
2021-12-16,22.18,22.46,21.72,21.91,2626900
2021-12-17,21.63,22.46,21.49,21.91,2729700
2021-12-20,21.82,21.86,21.08,21.08,3620700
2021-12-21,21.08,21.63,20.52,21.35,3318900
2021-12-22,21.77,21.77,20.75,20.89,2508200
2021-12-23,20.8,21.12,20.2,20.43,2314200
2021-12-24,20.75,20.98,20.29,20.75,1887400
2021-12-27,21.08,21.08,20.38,20.43,1450800
2021-12-28,20.52,21.54,20.29,21.03,3368500
2021-12-29,20.98,21.35,20.84,20.89,1316900
2021-12-30,20.8,21.12,20.66,20.71,1092300
2021-12-31,20.89,21.08,20.61,20.66,1323800
2022-01-04,20.75,22.09,20.75,22.09,3935700
2022-01-05,22.55,22.92,22.14,22.18,3077700
2022-01-06,22.18,22.18,21.77,21.77,1903000
2022-01-07,21.68,22.0,21.35,21.72,1960700
2022-01-10,21.45,22.14,21.17,21.26,3443800
2022-01-11,21.17,21.91,20.98,21.08,2087000
2022-01-12,21.08,21.91,20.66,21.72,2281200
2022-01-13,22.32,22.32,20.98,21.08,1453200
2022-01-14,20.47,21.4,20.47,20.8,1008000
2022-01-17,21.17,21.17,19.37,19.37,3023600
2022-01-18,18.86,19.37,18.12,18.49,1574300
2022-01-19,18.49,18.95,18.44,18.95,739200
2022-01-20,18.95,19.78,18.86,19.78,867300
2022-01-21,20.15,20.15,19.13,19.13,1270200
2022-01-24,18.03,18.81,17.84,17.84,1948600
2022-01-25,17.1,18.49,17.1,18.35,828700
2022-01-26,18.58,18.58,17.66,17.66,1120400
2022-01-27,17.75,17.75,17.24,17.56,556000
2022-01-28,17.84,17.84,17.29,17.47,814000
2022-02-07,17.89,18.67,17.75,18.67,995400
2022-02-08,18.67,19.69,18.39,19.5,1323200
2022-02-09,19.5,20.06,19.41,20.06,1053800
2022-02-10,20.15,20.38,19.41,19.87,1291100
2022-02-11,20.06,20.06,19.6,19.97,588700
2022-02-14,19.41,20.34,19.41,19.46,983700
2022-02-15,19.5,19.87,19.41,19.83,628600
2022-02-16,19.92,20.15,19.87,20.15,712400
2022-02-17,20.15,20.29,19.78,19.97,498000
2022-02-18,19.69,20.24,19.6,20.11,834400
2022-02-21,19.87,20.94,19.87,20.89,1957800
2022-02-22,20.66,20.84,19.87,20.75,1320600
2022-02-23,20.75,21.08,20.52,20.75,833800
2022-02-24,20.61,20.8,19.6,20.11,1868800
2022-02-25,20.15,20.47,20.15,20.2,605700
2022-02-28,20.15,21.12,19.97,21.03,1600600
2022-03-01,21.26,21.54,20.98,21.17,2203300
2022-03-02,21.17,21.35,20.52,20.52,1088300
2022-03-03,20.57,21.63,20.52,21.17,2077300
2022-03-04,21.45,21.49,21.17,21.17,2099700
2022-03-07,20.52,21.54,20.52,21.17,1558200
2022-03-08,21.08,21.12,20.43,20.57,1553100
2022-03-09,20.61,20.8,19.87,20.24,1432300
2022-03-10,20.61,21.17,20.43,20.98,1134500
2022-03-11,20.98,22.42,20.8,22.42,8258200
2022-03-14,23.11,23.29,22.42,22.55,4111700
2022-03-15,22.37,23.29,21.72,22.65,2869600
2022-03-16,22.65,23.11,22.18,22.65,2989600
2022-03-17,22.69,23.53,22.46,22.55,3051300
2022-03-18,22.37,22.97,22.0,22.0,2943600
2022-03-21,22.05,22.65,21.95,22.46,2886000
2022-03-22,22.74,22.74,22.05,22.37,2706500
2022-03-23,22.55,22.55,22.0,22.18,2775100
2022-03-24,22.0,23.06,22.0,22.65,3721300
2022-03-25,22.92,22.97,22.55,22.92,2599100
