ticker,quarter_id,avg_close,avg_volume,return_intra,trading_days,news_count,combined_text,next_quarter_id,next_avg_close,return,label_basic,label_threshold
ACB,2022Q1,13.59793103448276,6107798.275862069,-0.039568345323741,58.0,1,acb ngày đkcc để thực_hiện quyền tham_dự đhcđ thường_niên năm 2022 ngân_hàng thương_mại cổ_phần á_châu thông_báo ngày đkcc để thực_hiện quyền tham_dự đhcđ thường_niên năm 2022 nbsp như sau,2022Q2,12.519193548387095,-0.0793310014119143,0.0,0.0
ACB,2022Q2,12.519193548387095,3704262.903225807,-0.1022222222222222,62.0,8,"live đhcđ acb lên kế_hoạch lãi hơn 15.000 tỷ đồng , chia cổ_tức tỷ_lệ 25 % trong năm 2022 sáng nay ngày 07 04 , ngân_hàng tmcp á_châu_acb tổ_chức đại_hội cổ_đông thường_niên . ngân_hàng có kế_hoạch chia cổ_tức bằng cả cổ_phiếu lẫn tiền_mặt . acb nghị_quyết và biên_bản họp đhđcđ thường_niên năm 2022 ngân_hàng thương_mại cổ_phần á_châu_nbsp thông_báo nbsp nghị_quyết và biên_bản họp đhđcđ thường_niên năm 2022 như sau acb quyết_định của hđqt v v triển_khai phương_án phát_hành cổ_phiếu để trả cổ tức năm 2021 ngân_hàng thương_mại cổ_phần á_châu_nbsp thông_báo nbsp quyết_định của hđqt về việc triển_khai phương_án phát_hành cổ_phiếu để trả cổ tức năm 2021 như sau lần đầu_tiên thoát gánh nặng dự_phòng kể từ quý i 2019 , lợi_nhuận ngân_hàng acb tăng mạnh trong quý đầu năm trong quý i , acb hoàn_nhập dự_phòng 2,8 tỷ đồng , giúp lợi_nhuận tăng hơn 32 % so với cùng kỳ 2021 . đây là lần đầu_tiên kể từ quý i 2019 ngân_hàng thực_hiện hoàn_nhập dự_phòng rủi_ro . acb phát_hành cổ_phiếu để trả cổ tức năm 2021 nbsp ngân_hàng thương_mại cổ_phần á_châu thông_báo phát_hành cổ_phiếu để trả cổ tức năm 2021 nbsp như sau acb 2.6.2022 , ngày gdkhq chi_trả cổ tức năm 2021 100 25 sở giao_dịch chứng_khoán tp.hcm thông_báo ngày đkcc chi_trả cổ tức năm 2021 bằng cổ_phiếu của nbsp ngân_hàng thương_mại cổ_phần á_châu_nbsp như sau acb đã phát_hành 675.487.019 cổ_phiếu để trả cổ_tức ngân_hàng thương_mại cổ_phần á_châu công_bố báo_cáo kết_quả đợt phát_hành cổ_phiếu để trả cổ_tức như sau acb nhắc_nhở chậm công_bố thông_báo thay_đổi số_lượng cổ_phiếu có quyền biểu_quyết đang lưu_hành sở giao_dịch chứng_khoán tp.hcm nhắc_nhở chậm công_bố thông_báo thay_đổi số_lượng cổ_phiếu có quyền biểu_quyết đang lưu_hành đối_với nbsp ngân_hàng thương_mại cổ_phần á_châu như sau",2022Q3,12.17140625,-0.02778032762596772,0.0,0.0
ACB,2022Q3,12.17140625,2625782.296875,-0.0773662551440328,64.0,5,"acb quyết_định của hđqt v v sửa_đổi nội_dung về vốn_điều_lệ nbsp ngân_hàng thương_mại cổ_phần á_châu_nbsp thông_báo nbsp quyết_định của hđqt về việc sửa_đổi nội_dung về vốn_điều_lệ nbsp như sau acb hạn_mức cấp tín_dụng với tnhh mtv cho thuê tài_chính nh á_châu_nbsp ngân_hàng thương_mại cổ_phần á_châu_nbsp thông_báo nbsp quyết_định của hđqt về hạn_mức cấp tín_dụng và các hợp_đồng giao_dịch với tnhh mtv cho thuê tài_chính nh á_châu như sau acb quyết_định của hđqt v v sửa_đổi , bổ_sung quy_chế cbtt ngân_hàng thương_mại cổ_phần á_châu_nbsp thông_báo nbsp quyết_định của hđqt về việc sửa_đổi , bổ_sung quy_chế cbtt_nbsp như sau acb giải_trình chênh_lệch lnst bctc bán_niên năm 2022 so với cùng kỳ năm trước ngân_hàng thương_mại cổ_phần á_châu_nbsp giải_trình chênh_lệch lnst bctc bán_niên năm 2022 so với cùng kỳ năm trước như sau acb quyết_định của nhnn v v bổ_sung nội_dung hoạt_động tại giấy_phép thành_lập và hoạt_động ngân_hàng thương_mại cổ_phần á_châu công_bố quyết_định của nhnn về việc bổ_sung nội_dung hoạt_động tại giấy_phép thành_lập và hoạt_động nbsp như sau",2022Q4,10.807846153846151,-0.11202979081844787,0.0,0.0
ACB,2022Q4,10.807846153846151,3860254.015384616,0.0137488542621448,65.0,5,"acb quyết_định của hđqt v v mua lại tnhh mtv quản_lý quỹ acb ngân_hàng thương_mại cổ_phần á_châu công_bố nbsp quyết_định của hđqt về việc mua lại tnhh mtv quản_lý quỹ_acb như sau acb báo lãi trước thuế đạt 13.500 tỷ đồng trong 9 tháng đầu năm , tỷ_lệ nợ xấu 1 % dư_nợ cho vay khách_hàng của acb tăng 11,1 % trong 9 tháng đầu năm lên 402.251 tỷ đồng . danh_mục tín_dụng tập_trung vào mảng bán_lẻ với tỷ_lệ lên đến 94 % . acb link thông_báo ngày đkcc để thực_hiện quyền ứng_cử , đề_cử_nhân sự nhiệm_kỳ 2023 2028 ngân_hàng thương_mại cổ_phần á_châu_nbsp công_bố link thông_báo ngày đkcc để thực_hiện quyền ứng_cử , đề_cử nhâ sự dự_kiến bầu vào hđqt , bks nhiệm_kỳ 2023 2028 như sau acb quyết_định của hđqt v v hợp_tác với ck acb ngân_hàng thương_mại cổ_phần á_châu_nbsp thông_báo nbsp quyết_định của hđqt về việc hợp_tác với ck acb liên_quan đến giao_dịch hợp_đồng tương_lai trái_phiếu chính_phủ như sau acb 29.12.2022 , ngày gdkhq thực_hiện quyền ứng_cử , đề_cử_nhân sự sở giao_dịch chứng_khoán thành_phố hồ chí_minh thông_báo nbsp ngày đkcc nbsp để thực_hiện quyền ứng_cử , đề_cử_nhân_sự dự_kiến để bầu vào hđqt nhiệm_kỳ 2023 2028 của nbsp ngân_hàng thương_mại cổ_phần á_châu_mã ck acb nbsp_nbsp như sau",2023Q1,12.410847457627115,0.14831829403960467,1.0,1.0
ACB,2023Q1,12.410847457627115,3566417.1016949154,0.1011333914559721,59.0,4,"acb giải_trình thay_đổi lnst quý 4 2022 so với cùng kỳ năm trước ngân_hàng thương_mại cổ_phần á_châu_nbsp giải_trình thay_đổi lnst quý 4 2022 so với cùng kỳ năm trước như sau acb giải_trình chênh_lệch lnst bctc kiểm_toán năm 2022 so với cùng kỳ năm trước ngân_hàng thương_mại cổ_phần á_châu giải_trình chênh_lệch lnst bctc kiểm_toán năm 2022 so với cùng kỳ năm trước như sau chủ_tịch acb trần hùng_huy chỉ_số roe ngân_hàng thể_hiện giá_trị đem lại cho cổ_đông , luôn trong nhóm cao nhất trên thị_trường theo ông trần hùng_huy , từ năm 2018 là giai_đoạn acb bứt_phá về nhiều mặt . hiệu_quả kinh_doanh năm sau cao hơn năm trước . chỉ_số roe , thể_hiện giá_trị đem lại cho cổ_đông , luôn trong nhóm cao nhất trên thị_trường . acb nghị_quyết hđqt v v cung_cấp dịch_vụ chi hộ qua api cho tnhh chứng_khoán acb ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u th ocirc ng b aacute o nghị_quyết hđqt về việc cung_cấp dịch_vụ chi hộ qua api cho c ocirc ng_ty tnhh chứng_kho aacute n acb_nbsp như sau",2023Q2,12.771612903225808,0.02906855851950574,1.0,1.0
ACB,2023Q2,12.771612903225808,7009870.241935484,0.0454901960784313,62.0,17,"acb nghị_quyết hđqt bổ_sung tài_liệu họp đhđcđ thường_niên năm 2023 ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nbsp nghị_quyết hđqt bổ_sung t agrave i_liệu họp đhđcđ thường ni ecirc n năm 2023 nbsp như sau acb lãi trước thuế 5.120 tỷ đồng trong quý 1 2023 , tăng 24 % so với cùng kỳ ông từ tiến_phát , tổng_giám_đốc acb cho biết , với việc đã hoàn_thành 26 % lợi_nhuận trong quý 1 , ngân_hàng tự_tin với kế_hoạch đã đề ra cho cả năm . acb cũng khẳng_định thông_điệp nói không với trái_phiếu trong năm nay . đhcđ acb năm 2023 lợi_nhuận dự_kiến vượt 20 nghìn tỷ , chia cổ_tức tỷ_lệ 25 % sáng ngày 13 04 tại tp . hồ chí_minh , ngân_hàng tmcp á_châu_acb , mã_chứng_khoán acb tổ_chức đại_hội cổ_đông thường_niên 2023 . acb nghị_quyết và biên_bản họp đhđcđ thường_niên 2023 ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nghị_quyết v agrave bi_ecirc n bản họp đhđcđ thường ni ecirc n 2023 như sau acb nghị_quyết hđqt v v triển_khai phương_án phát_hành cổ_phiếu để trả cổ tức năm 2022 ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nbsp nghị_quyết hđqt về việc triển_khai phương_aacute n ph aacute t h agrave nh cổ_phiếu để trả cổ tức năm 2022 như sau acb nghị_quyết hđqt v v cấp tín_dụng đối_với đối_tượng được cấp thuộc thẩm_quyền hđqt ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nghị_quyết hđqt về việc cấp t iacute n_dụng đối_với đối_tượng được cấp thuộc thẩm_quyền hđqt_nbsp như sau acb giải_trình chênh_lệch lnst quý 1 2023 so với cùng kỳ năm trước ngân_hàng thương_mại cổ_phần á_châu_nbsp giải_trình chênh_lệch lnst quý 1 2023 so với cùng kỳ năm trước như sau quý i 2023 acb lãi trước thuế hơn 5.156 tỷ , tăng hơn 25 % so với cùng kỳ thu_nhập lãi_thuần của acb đang là động_lực tăng_trưởng chính . mặt_khác , những khó_khăn đã bắt_đầu được phản_ánh . acb ngày đkcc thực_hiện quyền trả cổ tức năm 2022 bằng tiền và cổ_phiếu ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nbsp ng agrave y_đkcc thực_hiện quyền trả cổ tức năm 2022 bằng tiền v agrave cổ_phiếu như sau acb phát_hành cổ_phiếu để trả cổ tức 2022 ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nbsp ph aacute t h agrave nh cổ_phiếu để trả cổ tức nbsp 2022 nbsp như sau acb 1.6.2023 , ngày gdkhq trả cổ tức năm 2022 bằng tiền 1.000 đ cp , bằng cổ_phiếu tỷ_lệ 100 15 sở giao_dịch chứng_kho aacute n tp.hcm th ocirc ng b aacute o ng agrave y_đkcc trả cổ_tức bằng tiền , cổ_phiếu năm 2022 ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc u_nbsp như sau acb nghị_quyết hđqt về gd giữa acb và tnhh mtv cho thuê tài_chính ngân_hàng á_châu_ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nbsp nghị_quyết hđqt về giao_dịch giữa acb v agrave c ocirc ng_ty tnhh mtv cho thu ecirc t agrave i ch iacute nh ng acirc n h agrave ng aacute ch acirc_u như sau acb nghị_quyết hđqt về giao_dịch giữa acb và acbs ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nbsp nghị_quyết hđqt về giao_dịch giữa acb v agrave_acbs như sau acb đã phát_hành 506.615.264 cổ_phiếu để trả cổ tức ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp c ocirc ng bố b aacute o c aacute o kết_quả đợt ph aacute t h agrave nh cổ_phiếu để trả cổ_tức như sau acb nghị_quyết hđqt về chủ_trương hợp_tác giữa acb và acbs ng acirc n h agrave ng thương_mại cổ_phần aacute ch acirc_u nbsp th ocirc ng b aacute o nbsp nghị_quyết hđqt về việc chủ_trương hợp_t aacute c giữa acb v agrave_acbs như sau acb thay_đổi giấy_phép thành_lập và hoạt_động ngân_hàng thương_mại cổ_phần á_châu thông_báo thay_đổi giấy_phép thành_lập và hoạt_động như sau acb nghị_quyết hđqt v v sửa_đổi nội_dung vốn_điều_lệ tại điều_lệ ngân_hàng thương_mại cổ_phần á_châu thông_báo nghị_quyết hđqt về việc sửa_đổi nội_dung vốn_điều_lệ tại điều_lệ như sau",2023Q3,13.543809523809522,0.06046194998508565,1.0,1.0
ACB,2023Q3,13.543809523809522,8697272.26984127,-0.0090022505626406,63.0,3,acb thay_đổi giấy_phép thành_lập và hoạt_động bổ_sung nội_dung hoạt_động ngân_hàng thương_mại cổ_phần á_châu thông_báo thay_đổi giấy_phép thành_lập và hoạt_động bổ_sung nội_dung hoạt_động như sau acb báo_cáo tình_hình quản_trị 6 tháng đầu năm 2023 ngân_hàng thương_mại cổ_phần á_châu công_bố báo_cáo tình_hình quản_trị 6 tháng đầu năm 2023 như sau acb nghị_quyết hđqt về phương_án phát_hành trái_phiếu riêng_lẻ lần 1 năm 2023 ngân_hàng thương_mại cổ_phần á_châu thông_báo nghị_quyết hđqt về phương_án phát_hành trái_phiếu riêng_lẻ lần 1 năm 2023 như sau,2023Q4,13.534153846153847,-0.0007129218436437608,0.0,
ACB,2023Q4,13.534153846153847,5950153.215384616,0.0913897280966766,65.0,4,"acb nghị_quyết hđqt về phương_án phát_hành trái_phiếu riêng_lẻ lần 2 trong năm tài_chính 2023 ngân_hàng thương_mại cổ_phần á_châu thông_báo nghị_quyết hđqt về phương_án phát_hành trái_phiếu riêng_lẻ lần 2 trong năm tài_chính 2023 9 tháng đầu năm acb tăng_trưởng ổn_định , kiểm_soát rủi_ro hiệu_quả kết_quả kinh_doanh 9 tháng vừa được acb công_bố cho thấy ngân_hàng duy_trì sự tăng_trưởng ổn_định với casa trên đà tăng khôi_phục mạnh , tối_ưu trong quản_lý chi_phí và tăng_cường kiểm_soát rủi_ro hoạt_động hiệu_quả , thuộc nhóm ngân_hàng có tỷ_lệ nợ xấu thấp hàng_đầu thị_trường . acb thông_báo thay_đổi nội_dung đkdn ngân_hàng thương_mại cổ_phần á_châu thông_báo thay_đổi nội_dung đkdn acb nghị_quyết hđqt về việc cấp tín_dụng ngân_hàng thương_mại cổ_phần á_châu thông_báo nghị_quyết hđqt về việc cấp tín_dụng",2024Q1,16.206271186440677,0.19743512381058057,1.0,1.0
ACB,2024Q1,16.206271186440677,11883630.101694915,0.1657645466847091,59.0,5,"acb nghị_quyết hđqt về việc bổ_nhiệm lại ông nguyễn_văn_hòa , ông ngô tấn long phó tổng_giám_đốc ngân_hàng thương_mại cổ_phần á_châu thông_báo nghị_quyết hđqt về việc bổ_nhiệm lại phó tổng_giám_đốc acb giải_trình chênh_lệch lợi_nhuận sau thuế quý 4 2023 so với quý 4 2022 ngân_hàng thương_mại cổ_phần á_châu thông_báo giải_trình chênh_lệch lợi_nhuận sau thuế quý 4 2023 so với quý 4 2022 acb hoàn_thành tất_cả mục_tiêu kinh_doanh 2023 , tăng_trưởng cao hơn bình_quân ngành năm 2023 , vượt qua những khó_khăn của thị_trường , acb hoàn_thành tất_cả các mục_tiêu kinh_doanh đã đăng_ký ở đại_hội_đồng cổ_đông , với mức tăng_trưởng tín_dụng 17,9 % , huy_động tăng 16,6 % , lợi_nhuận vượt 20 nghìn tỷ , tiếp_tục duy_trì tỷ_lệ nợ xấu trong nhóm thấp nhất ngành . acb thông_báo về việc tổ_chức đhđcđ thường_niên 2024 ngân_hàng thương_mại cổ_phần á_châu thông_báo nghị_quyết hđqt tổ_chức đhđcđ thường_niên 2024 acb thông_báo tổ_chức đhđcđ thường_niên năm 2024 ngân_hàng thương_mại cổ_phần á_châu thông_báo tổ_chức đhđcđ thường_niên năm 2024",2024Q2,17.05393442622951,0.052304643680037184,1.0,1.0
ACB,2024Q2,17.05393442622951,9475289.967213117,-0.0040697674418604,61.0,11,"đhcđ ngân_hàng acb chốt mục_tiêu lợi_nhuận 22.000 tỷ đồng trong năm 2024 , chia cổ_tức tỷ_lệ 25 % sáng nay ngày 4 4 , ngân_hàng tmcp á_châu_acb tổ_chức đại_hội_đồng cổ_đông thường_niên 2024 . chủ tọa đoàn là ông trần hùng_huy chủ_tịch hđqt , ông huỳnh_nghĩa_hiệp_trưởng ban kiểm_soát , và ông từ tiến phát tổng_giám_đốc . acb nghị_quyết hđqt triển_khai phương_án phát_hành cổ_phiếu để trả cổ tức năm 2023 ngân_hàng thương_mại cổ_phần á_châu thông_báo nghị_quyết hđqt về việc triển_khai phương_án phát_hành cổ_phiếu để trả cổ tức năm 2023 acb biên_bản họp và nghị_quyết đhđcđ thường_niên năm 2024 ngân_hàng thương_mại cổ_phần á_châu thông_báo biên_bản họp và nghị_quyết đhđcđ thường_niên năm 2024 acb điều_lệ 2024 ngân_hàng thương_mại cổ_phần á_châu thông_báo điều_lệ acb thông_báo thay_đổi giấy chứng_nhận đkdn ngân_hàng thương_mại cổ_phần á_châu thông_báo thay_đổi giấy chứng_nhận đkdn acb nghị_quyết hđqt ngày 16 05 2024 ngân_hàng thương_mại cổ_phần á_châu thông_báo nghị_quyết hđqt ngày 16 05 2024 acb thông_báo phát_hành cổ_phiếu để trả cổ tức năm 2023 ngân_hàng thương_mại cổ_phần á_châu thông_báo phát_hành cổ_phiếu để trả cổ tức năm 2023 acb thông_báo ngày đkcc để thực_hiện quyền trả cổ tức năm 2023 bằng tiền và cổ_phiếu ngân_hàng thương_mại cổ_phần á_châu thông_báo ngày đkcc để thực_hiện quyền trả cổ tức năm 2023 bằng tiền và cổ_phiếu acb 31.5.2024 , ngày gdkhq trả cổ tức năm 2023 bằng tiền tỷ_lệ 10 % , trả cổ_tức bằng cp tỷ_lệ 100 15 sở giao_dịch chứng_khoán thành_phố hồ chí_minh thông_báo ngày đkcc trả cổ tức năm 2023 bằng tiền và cổ_phiếu của ngân_hàng thương_mại cổ_phần á_châu_mã ck acb acb đã phát_hành 582.607.554 cổ_phiếu để trả cổ_tức ngân_hàng thương_mại cổ_phần á_châu báo_cáo kết_quả đợt phát_hành cổ_phiếu để trả cổ tức acb thông_báo giao_dịch giữa acb với người có liên_quan của người nội_bộ ngân_hàng thương_mại cổ_phần á_châu thông_báo giao_dịch giữa acb với người có liên_quan của người nội_bộ",2024Q3,17.5453125,0.028813179498024546,1.0,1.0
