model,config,accuracy,precision,recall,f1_macro,auc_roc,balanced_accuracy,horizon,n_train,n_test,n_features,train_start,train_end,test_start,test_end,variant,ticker,lag_days
Random_Forest,Config_Hybrid,0.5836909871244635,0.5233644859813084,0.5490196078431373,0.5792266304246645,0.6008456817841641,0.5798533153719503,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,direct_material_only_per_ticker,VNM,0
Logistic_Regression,Config_A,0.5948275862068966,0.5704225352112676,0.7105263157894737,0.5904447115384616,0.6236990782039844,0.5967885816235504,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_material_only_per_ticker,VNM,0
Random_Forest,Config_A,0.5603448275862069,0.5588235294117647,0.5,0.5582437275985663,0.6135518881950639,0.5593220338983051,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_material_only_per_ticker,VNM,0
Logistic_Regression,Config_LLM,0.38362068965517243,0.41317365269461076,0.6052631578947368,0.35484121890982634,0.46297948260481714,0.3873773416592328,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_material_only_per_ticker,VNM,0
Random_Forest,Config_LLM,0.4224137931034483,0.421875,0.47368421052631576,0.4213386940659668,0.4250669045495093,0.4232827832292596,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_material_only_per_ticker,VNM,0
Logistic_Regression,Config_Hybrid,0.5862068965517241,0.576271186440678,0.5964912280701754,0.5862068965517241,0.5770145703241153,0.5863812072554266,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_material_only_per_ticker,VNM,0
Random_Forest,Config_Hybrid,0.5689655172413793,0.5686274509803921,0.5087719298245614,0.5669056152927121,0.6311329170383586,0.567945286946179,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_material_only_per_ticker,VNM,0
Logistic_Regression,Config_A,0.6434782608695652,0.5844155844155844,0.8333333333333334,0.6364407433109723,0.7086369156041287,0.6543715846994536,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_material_only_per_ticker,VNM,0
Random_Forest,Config_A,0.6260869565217392,0.5964912280701754,0.6296296296296297,0.6256340373987432,0.6955069823922283,0.6262902246508804,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_material_only_per_ticker,VNM,0
Logistic_Regression,Config_LLM,0.3695652173913043,0.3989071038251366,0.6759259259259259,0.32186502368897296,0.43708257437765635,0.3871432908318154,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_material_only_per_ticker,VNM,0
Random_Forest,Config_LLM,0.5173913043478261,0.48951048951048953,0.6481481481481481,0.5133342229169446,0.5301684881602914,0.5248937462052217,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_material_only_per_ticker,VNM,0
Logistic_Regression,Config_Hybrid,0.6652173913043479,0.6260162601626016,0.7129629629629629,0.6652110625909753,0.6629477838494232,0.6679568913175471,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_material_only_per_ticker,VNM,0
Random_Forest,Config_Hybrid,0.6130434782608696,0.6021505376344086,0.5185185185185185,0.6067922933594576,0.6897009714632665,0.6076199149969641,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_material_only_per_ticker,VNM,0
Logistic_Regression,Config_A,0.5555555555555556,0.4700854700854701,0.5670103092783505,0.5522849363455735,0.589284370532019,0.5572277823764016,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_A,0.4829059829059829,0.42,0.6494845360824743,0.48130507263634204,0.5231018135299872,0.5072240198660547,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_LLM,0.5641025641025641,0.47126436781609193,0.422680412371134,0.5432486221677894,0.5582060350665964,0.5434569945067349,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_LLM,0.4700854700854701,0.39849624060150374,0.5463917525773195,0.4699305809280234,0.49936037324102645,0.4812250733689517,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_Hybrid,0.5555555555555556,0.4631578947368421,0.4536082474226804,0.5407608695652174,0.5647528030702085,0.5406727368500264,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_Hybrid,0.43162393162393164,0.4010989010989011,0.7525773195876289,0.40979689366786143,0.5180224245616675,0.4784784408157122,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_A,0.5407725321888412,0.27906976744186046,0.13636363636363635,0.4319015608978011,0.4960815047021944,0.46128526645768025,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_A,0.4034334763948498,0.3835616438356164,0.9545454545454546,0.3365087169401594,0.5301724137931034,0.5117554858934169,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_LLM,0.49356223175965663,0.32954545454545453,0.32954545454545453,0.46132445141065825,0.4246081504702194,0.46132445141065825,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_LLM,0.36909871244635195,0.3487179487179487,0.7727272727272727,0.3386433412500724,0.45920846394984327,0.44843260188087775,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_Hybrid,0.4721030042918455,0.2602739726027397,0.2159090909090909,0.4163730780979534,0.39137931034482765,0.42174764890282135,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_Hybrid,0.37339055793991416,0.36936936936936937,0.9318181818181818,0.2965674110835401,0.5209639498432602,0.4831504702194357,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_A,0.6077586206896551,0.4166666666666667,0.30864197530864196,0.5364380914739916,0.5132859128444117,0.5384269479192216,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_A,0.3922413793103448,0.3598130841121495,0.9506172839506173,0.3438571858389329,0.6774180361376829,0.5216662578693484,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_LLM,0.4396551724137931,0.20481927710843373,0.20987654320987653,0.38699186991869916,0.41721854304635764,0.3863952252473224,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_LLM,0.31896551724137934,0.2962962962962963,0.691358024691358,0.30019091256204655,0.3892159267435205,0.4052816613523015,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_Hybrid,0.40086206896551724,0.1282051282051282,0.12345679012345678,0.3350242293019899,0.37666584907203005,0.3365628321478211,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_Hybrid,0.3620689655172414,0.3537117903930131,1.0,0.28077084206116465,0.49309132532090594,0.5099337748344371,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_A,0.49130434782608695,0.359375,0.5679012345679012,0.487027964696239,0.4978042919877372,0.5087828320490513,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_A,0.3695652173913043,0.3584070796460177,1.0,0.2899874390581423,0.7317921948794432,0.5134228187919463,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_LLM,0.44782608695652176,0.2261904761904762,0.2345679012345679,0.3998972778633796,0.3552904134559615,0.39916314524815644,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_LLM,0.3173913043478261,0.29120879120879123,0.654320987654321,0.30304375518712245,0.37923605932554477,0.39427458778689206,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_Hybrid,0.39565217391304347,0.10810810810810811,0.09876543209876543,0.3237440507667901,0.34253044991300025,0.3279062059822686,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,FPT,1
Random_Forest,Config_Hybrid,0.36086956521739133,0.35526315789473684,1.0,0.2753809554426799,0.61028254204988,0.5067114093959731,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,FPT,1
Logistic_Regression,Config_A,0.5854700854700855,0.5405405405405406,0.2,0.49945972170154584,0.5763432835820895,0.5365671641791044,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_A,0.5897435897435898,0.5833333333333334,0.14,0.47336834208552137,0.571044776119403,0.5326865671641792,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_LLM,0.4444444444444444,0.40384615384615385,0.63,0.43948997641509435,0.4856716417910448,0.46798507462686567,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_LLM,0.5,0.4260869565217391,0.49,0.4966816803014983,0.4911194029850746,0.4987313432835821,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_Hybrid,0.5170940170940171,0.42857142857142855,0.39,0.5002173625418187,0.4992537313432836,0.5009701492537313,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_Hybrid,0.5470085470085471,0.40625,0.13,0.4407467532467533,0.5213059701492537,0.4941044776119403,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_A,0.5793991416309013,0.0,0.0,0.36684782608695654,0.5888133030990175,0.5,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_A,0.6051502145922747,0.5681818181818182,0.25510204081632654,0.5340810293861937,0.6378684807256236,0.5571806500377929,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_LLM,0.47639484978540775,0.41044776119402987,0.5612244897959183,0.4763852048334807,0.500604686318972,0.4880196523053666,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_LLM,0.44635193133047213,0.4114285714285714,0.7346938775510204,0.4295393725445539,0.5019652305366591,0.48586545729402875,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_Hybrid,0.5622317596566524,0.46296296296296297,0.25510204081632654,0.5020533020449212,0.5665154950869237,0.5201436130007558,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_Hybrid,0.6008583690987125,0.7272727272727273,0.08163265306122448,0.4431423945725079,0.5904761904761905,0.5297052154195011,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_A,0.5474137931034483,0.0,0.0,0.35376044568245124,0.5201349831271092,0.5,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_A,0.5646551724137931,1.0,0.0380952380952381,0.3944437265796615,0.6782527184101986,0.5190476190476191,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_LLM,0.49137931034482757,0.44881889763779526,0.5428571428571428,0.49137931034482757,0.4872890888638921,0.49583802024746904,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_LLM,0.45689655172413796,0.416,0.49523809523809526,0.4568561872909699,0.44671916010498686,0.46021747281589803,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_Hybrid,0.5043103448275862,0.42424242424242425,0.26666666666666666,0.46749695627008364,0.514360704911886,0.4837270341207349,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_Hybrid,0.5474137931034483,0.0,0.0,0.35376044568245124,0.5979377577802774,0.5,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_A,0.5,0.0,0.0,0.3333333333333333,0.4626086956521739,0.5,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_A,0.5478260869565217,0.9230769230769231,0.10434782608695652,0.4371234939759036,0.6225330812854442,0.5478260869565218,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_LLM,0.46956521739130436,0.4755244755244755,0.591304347826087,0.46158569345306627,0.44960302457466916,0.46956521739130436,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_LLM,0.4782608695652174,0.48299319727891155,0.6173913043478261,0.4679620633819107,0.5044990548204159,0.4782608695652174,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_Hybrid,0.48695652173913045,0.45454545454545453,0.13043478260869565,0.4122487872487873,0.5158412098298677,0.48695652173913045,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,HPG,1
Random_Forest,Config_Hybrid,0.5,0.0,0.0,0.3333333333333333,0.6872211720226844,0.5,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,HPG,1
Logistic_Regression,Config_A,0.5512820512820513,0.5087719298245614,0.27358490566037735,0.5057829628884642,0.5502653301886793,0.5274174528301887,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_A,0.5256410256410257,0.4358974358974359,0.16037735849056603,0.44541475392334795,0.4919295400943396,0.494251179245283,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_LLM,0.47435897435897434,0.45251396648044695,0.7641509433962265,0.4481449525452976,0.45813679245283023,0.49926297169811323,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_LLM,0.45726495726495725,0.437125748502994,0.6886792452830188,0.44175824175824174,0.4825692806603773,0.4771521226415094,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_Hybrid,0.48717948717948717,0.4588235294117647,0.7358490566037735,0.4701086956521739,0.478405070754717,0.5085495283018868,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_Hybrid,0.4829059829059829,0.40963855421686746,0.32075471698113206,0.4630483017579792,0.4920032429245283,0.468971108490566,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_A,0.5879828326180258,0.7272727272727273,0.1509433962264151,0.48298816568047337,0.5719803892437973,0.5518496508691131,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_A,0.5879828326180258,0.5925925925925926,0.3018867924528302,0.5431372549019609,0.584199970286733,0.5643292229980686,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_LLM,0.463519313304721,0.4588744588744589,1.0,0.33004393531617326,0.5450155994651612,0.5078740157480315,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_LLM,0.5107296137339056,0.4803921568627451,0.9245283018867925,0.4507444168734491,0.5257391175159709,0.5449413162977269,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_Hybrid,0.5021459227467812,0.47596153846153844,0.9339622641509434,0.43370767683540057,0.5837171296984103,0.5378472738077552,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_Hybrid,0.5836909871244635,0.5918367346938775,0.27358490566037735,0.531148221138886,0.643180805229535,0.5580522953498737,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_A,0.5431034482758621,0.8181818181818182,0.15,0.46216429008835624,0.6078869047619047,0.5571428571428572,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_A,0.43103448275862066,0.42105263157894735,0.26666666666666666,0.4169966494060311,0.4871279761904762,0.4369047619047619,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_LLM,0.521551724137931,0.5194805194805194,1.0,0.3507298994024658,0.599404761904762,0.5044642857142857,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_LLM,0.5344827586206896,0.5265486725663717,0.9916666666666667,0.3863035171940825,0.462983630952381,0.518154761904762,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_Hybrid,0.5775862068965517,0.5509259259259259,0.9916666666666667,0.4713541666666667,0.6365327380952381,0.562797619047619,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_Hybrid,0.5,0.6666666666666666,0.06666666666666667,0.3859072654253377,0.5738095238095238,0.5154761904761905,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_A,0.5652173913043478,0.7368421052631579,0.12844036697247707,0.4587725903614458,0.5617560087952082,0.5435590264614452,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_A,0.5130434782608696,0.4482758620689655,0.11926605504587157,0.42028985507246375,0.6090681628629919,0.4935173250435969,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_LLM,0.5260869565217391,0.5,0.8990825688073395,0.4696985721840296,0.6292364849495792,0.5445826067177193,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_LLM,0.48695652173913045,0.4796380090497738,0.9724770642201835,0.3673659673659674,0.3734551520206233,0.5110319205398438,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_Hybrid,0.6086956521739131,0.5785123966942148,0.6422018348623854,0.6086956521739131,0.6239290317688984,0.6103571157783001,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,SSI,1
Random_Forest,Config_Hybrid,0.5739130434782609,0.8666666666666667,0.11926605504587157,0.45900537634408606,0.6301084236864054,0.5513685647130184,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,SSI,1
Logistic_Regression,Config_A,0.5213675213675214,0.43137254901960786,0.20952380952380953,0.46153846153846156,0.49605020302694725,0.492358803986711,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_A,0.5427350427350427,0.4791666666666667,0.21904761904761905,0.48048552754435103,0.5366186784791437,0.512624584717608,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_LLM,0.5128205128205128,0.4470588235294118,0.3619047619047619,0.4949640287769784,0.4836471022517534,0.49878183831672207,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_LLM,0.5384615384615384,0.4805194805194805,0.3523809523809524,0.5144855144855145,0.518641565153193,0.5211517165005537,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_Hybrid,0.5128205128205128,0.43478260869565216,0.2857142857142857,0.47853624208304013,0.4711701734957549,0.49169435215946844,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_Hybrid,0.5555555555555556,0.5135135135135135,0.18095238095238095,0.4742936144474207,0.5304171280915466,0.5207087486157254,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_A,0.6223175965665236,0.8888888888888888,0.1568627450980392,0.5061657032755299,0.6624756772938182,0.5707977847627601,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_A,0.6351931330472103,0.7741935483870968,0.23529411764705882,0.5528235001919213,0.6884822631342613,0.590929501571621,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_LLM,0.5665236051502146,0.5046728971962616,0.5294117647058824,0.5618751512669187,0.5389163298907349,0.5624158060170633,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_LLM,0.5150214592274678,0.43373493975903615,0.35294117647058826,0.4935269789362316,0.5312079030085316,0.4970812752581949,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_Hybrid,0.5493562231759657,0.4482758620689655,0.12745098039215685,0.4425202233109263,0.6029037569226162,0.5026567879060021,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_Hybrid,0.6351931330472103,0.7297297297297297,0.2647058823529412,0.5642751853563022,0.6710821733273462,0.5941850022451729,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_A,0.5862068965517241,0.5,0.21875,0.5049346492397973,0.7244944852941176,0.5321691176470589,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_A,0.5775862068965517,0.4772727272727273,0.21875,0.49876543209876545,0.6175321691176471,0.5248161764705883,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_LLM,0.5086206896551724,0.423728813559322,0.5208333333333334,0.5056448598130842,0.5490196078431372,0.5104166666666667,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_LLM,0.4827586206896552,0.3867924528301887,0.4270833333333333,0.47396266344191673,0.5271905637254901,0.4745710784313726,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_Hybrid,0.6206896551724138,0.6,0.25,0.5423242467718795,0.6717984068627451,0.5661764705882353,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_Hybrid,0.5775862068965517,0.475,0.19791666666666666,0.49031563845050213,0.5420496323529412,0.5217524509803921,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_A,0.6739130434782609,0.7288135593220338,0.4215686274509804,0.6416626851409459,0.7650122549019608,0.6482843137254902,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_A,0.6782608695652174,0.8181818181818182,0.35294117647058826,0.6287409475612948,0.7630208333333333,0.6452205882352942,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_LLM,0.46956521739130436,0.4230769230769231,0.5392156862745098,0.4695251058681186,0.5392922794117647,0.4766390931372549,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_LLM,0.5565217391304348,0.5,0.5980392156862745,0.5562197336561743,0.5523897058823529,0.5607383578431373,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_Hybrid,0.591304347826087,0.5740740740740741,0.30392156862745096,0.544112685560054,0.649203431372549,0.5621170343137255,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,VCB,1
Random_Forest,Config_Hybrid,0.6434782608695652,0.7083333333333334,0.3333333333333333,0.5944086021505376,0.7151118259803922,0.6119791666666666,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_lag1_per_ticker,VCB,1
Logistic_Regression,Config_A,0.5042735042735043,0.46357615894039733,0.6666666666666666,0.49985259433962265,0.5367294204503507,0.5193798449612403,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VNM,1
Random_Forest,Config_A,0.5256410256410257,0.4625,0.3523809523809524,0.503886925795053,0.5418973791066815,0.5095238095238095,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VNM,1
Logistic_Regression,Config_LLM,0.5299145299145299,0.46987951807228917,0.37142857142857144,0.5110182370820668,0.526172019195275,0.5151716500553709,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,relevant_lag1_per_ticker,VNM,1
