model,config,accuracy,precision,recall,f1_macro,auc_roc,balanced_accuracy,horizon,n_train,n_test,n_features,train_start,train_end,test_start,test_end,variant,ticker,lag_days
Random_Forest,Config_LLM,0.4652173913043478,0.3972602739726027,0.26851851851851855,0.4397908869482564,0.4337431693989071,0.4539313904068003,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only_per_ticker,VNM,0
Logistic_Regression,Config_Hybrid,0.6391304347826087,0.6033057851239669,0.6759259259259259,0.6391236129227396,0.657103825136612,0.6412416514875532,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only_per_ticker,VNM,0
Random_Forest,Config_Hybrid,0.5608695652173913,0.5384615384615384,0.4537037037037037,0.5527445657405803,0.607164541590771,0.5547207043108682,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only_per_ticker,VNM,0
Logistic_Regression,Config_A,0.5555555555555556,0.4700854700854701,0.5670103092783505,0.5522849363455735,0.589284370532019,0.5572277823764016,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,FPT,0
Random_Forest,Config_A,0.4829059829059829,0.42,0.6494845360824743,0.48130507263634204,0.5231018135299872,0.5072240198660547,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_LLM,0.44871794871794873,0.4111111111111111,0.7628865979381443,0.4294516793618992,0.4622243961170893,0.49458198510045903,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,FPT,0
Random_Forest,Config_LLM,0.5213675213675214,0.4409448818897638,0.5773195876288659,0.5204918032786885,0.5334110918805026,0.5295357062231921,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_Hybrid,0.47863247863247865,0.40875912408759124,0.5773195876288659,0.47863247863247865,0.54014598540146,0.49303935585822856,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,FPT,0
Random_Forest,Config_Hybrid,0.4829059829059829,0.42771084337349397,0.7319587628865979,0.47484002596679953,0.506546768003612,0.5192640529761456,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_A,0.5407725321888412,0.27906976744186046,0.13636363636363635,0.4319015608978011,0.4960815047021944,0.46128526645768025,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,FPT,0
Random_Forest,Config_A,0.4034334763948498,0.3835616438356164,0.9545454545454546,0.3365087169401594,0.5301724137931034,0.5117554858934169,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_LLM,0.44635193133047213,0.29292929292929293,0.32954545454545453,0.4238974182048186,0.42417711598746083,0.42339341692789967,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,FPT,0
Random_Forest,Config_LLM,0.44206008583690987,0.36,0.6136363636363636,0.44180303700427537,0.41148119122257054,0.47578369905956114,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_Hybrid,0.41630901287553645,0.27358490566037735,0.32954545454545453,0.39948453608247425,0.38746081504702196,0.3992554858934169,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,FPT,0
Random_Forest,Config_Hybrid,0.4291845493562232,0.3902439024390244,0.9090909090909091,0.388644479078301,0.4697884012539186,0.5235109717868338,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_A,0.6077586206896551,0.4166666666666667,0.30864197530864196,0.5364380914739916,0.5132859128444117,0.5384269479192216,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,FPT,0
Random_Forest,Config_A,0.3922413793103448,0.3598130841121495,0.9506172839506173,0.3438571858389329,0.6774180361376829,0.5216662578693484,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_LLM,0.40086206896551724,0.22115384615384615,0.2839506172839506,0.37522038167199456,0.42796991251737393,0.37376338811217397,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,FPT,0
Random_Forest,Config_LLM,0.3706896551724138,0.27586206896551724,0.49382716049382713,0.37026846136684766,0.36313465783664456,0.39923146104161555,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_Hybrid,0.41379310344827586,0.2608695652173913,0.37037037037037035,0.3993298812062138,0.3673452702150274,0.4037282315428011,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,FPT,0
Random_Forest,Config_Hybrid,0.375,0.35185185185185186,0.9382716049382716,0.3217605193653098,0.46839996729621447,0.5055596435287384,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_A,0.49130434782608695,0.359375,0.5679012345679012,0.487027964696239,0.4978042919877372,0.5087828320490513,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,FPT,0
Random_Forest,Config_A,0.3695652173913043,0.3584070796460177,1.0,0.2899874390581423,0.7317921948794432,0.5134228187919463,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_LLM,0.40869565217391307,0.2222222222222222,0.2716049382716049,0.37936507936507935,0.4291159168116663,0.37741320739083606,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,FPT,0
Random_Forest,Config_LLM,0.3217391304347826,0.21374045801526717,0.345679012345679,0.31755934266585517,0.2528792774877786,0.32720192228022205,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_Hybrid,0.34347826086956523,0.19298245614035087,0.2716049382716049,0.3279148524431543,0.3267047808434833,0.32707763692103736,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,FPT,0
Random_Forest,Config_Hybrid,0.36086956521739133,0.35526315789473684,1.0,0.2753809554426799,0.3381804623415362,0.5067114093959731,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,FPT,0
Logistic_Regression,Config_A,0.5854700854700855,0.5405405405405406,0.2,0.49945972170154584,0.5763432835820895,0.5365671641791044,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,HPG,0
Random_Forest,Config_A,0.5897435897435898,0.5833333333333334,0.14,0.47336834208552137,0.571044776119403,0.5326865671641792,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_LLM,0.4358974358974359,0.4215686274509804,0.86,0.3804557124518614,0.516641791044776,0.48970149253731343,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,HPG,0
Random_Forest,Config_LLM,0.46153846153846156,0.3673469387755102,0.36,0.4484848484848485,0.47708955223880595,0.44865671641791044,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_Hybrid,0.5769230769230769,0.5070422535211268,0.36,0.5438596491228069,0.5500746268656715,0.5494029850746269,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,HPG,0
Random_Forest,Config_Hybrid,0.5854700854700855,0.5348837209302325,0.23,0.5116083916083916,0.5911940298507461,0.5403731343283582,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_A,0.5793991416309013,0.0,0.0,0.36684782608695654,0.5888133030990175,0.5,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,HPG,0
Random_Forest,Config_A,0.6051502145922747,0.5681818181818182,0.25510204081632654,0.5340810293861937,0.6378684807256236,0.5571806500377929,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_LLM,0.5665236051502146,0.4838709677419355,0.45918367346938777,0.5519657306044741,0.5379062736205593,0.5518140589569162,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,HPG,0
Random_Forest,Config_LLM,0.5407725321888412,0.4676258992805755,0.6632653061224489,0.5406371492270559,0.577286470143613,0.5575585789871504,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_Hybrid,0.5708154506437768,0.47058823529411764,0.16326530612244897,0.471511522409726,0.6445956160241874,0.5149659863945578,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,HPG,0
Random_Forest,Config_Hybrid,0.6523605150214592,0.639344262295082,0.3979591836734694,0.61336119476369,0.6529856386999244,0.6174981103552533,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_A,0.5474137931034483,0.0,0.0,0.35376044568245124,0.5201349831271092,0.5,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,HPG,0
Random_Forest,Config_A,0.5646551724137931,1.0,0.0380952380952381,0.3944437265796615,0.6782527184101986,0.5190476190476191,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_LLM,0.5646551724137931,0.53125,0.3238095238095238,0.5299969912746966,0.5835020622422198,0.5437945256842894,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,HPG,0
Random_Forest,Config_LLM,0.521551724137931,0.47580645161290325,0.5619047619047619,0.5214717086314224,0.5564679415073116,0.5250468691413573,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_Hybrid,0.5732758620689655,0.5652173913043478,0.24761904761904763,0.5140384656073461,0.5169853768278965,0.5450693663292088,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,HPG,0
Random_Forest,Config_Hybrid,0.6077586206896551,0.85,0.1619047619047619,0.5017817109144542,0.582339707536558,0.5691413573303338,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_A,0.5,0.0,0.0,0.3333333333333333,0.4626086956521739,0.5,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,HPG,0
Random_Forest,Config_A,0.5478260869565217,0.9230769230769231,0.10434782608695652,0.4371234939759036,0.6225330812854442,0.5478260869565218,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_LLM,0.4826086956521739,0.4895833333333333,0.8173913043478261,0.41730003619254435,0.5038941398865785,0.48260869565217396,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,HPG,0
Random_Forest,Config_LLM,0.4826086956521739,0.4782608695652174,0.3826086956521739,0.47738252086078176,0.5240453686200377,0.4826086956521739,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_Hybrid,0.5043478260869565,0.5066666666666667,0.33043478260869563,0.4888888888888889,0.4798487712665407,0.5043478260869565,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,HPG,0
Random_Forest,Config_Hybrid,0.6,0.96,0.20869565217391303,0.5276785714285714,0.6240831758034027,0.6,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,HPG,0
Logistic_Regression,Config_A,0.5512820512820513,0.5087719298245614,0.27358490566037735,0.5057829628884642,0.5502653301886793,0.5274174528301887,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,SSI,0
Random_Forest,Config_A,0.5256410256410257,0.4358974358974359,0.16037735849056603,0.44541475392334795,0.4919295400943396,0.494251179245283,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_LLM,0.49145299145299143,0.43434343434343436,0.4056603773584906,0.48352035611610866,0.4840801886792453,0.4840801886792453,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,SSI,0
Random_Forest,Config_LLM,0.5,0.44660194174757284,0.4339622641509434,0.4942269679111785,0.47449882075471694,0.4943248820754717,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_Hybrid,0.49572649572649574,0.4189189189189189,0.29245283018867924,0.4673611111111111,0.4969044811320754,0.47825766509433965,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,SSI,0
Random_Forest,Config_Hybrid,0.5512820512820513,0.5142857142857142,0.16981132075471697,0.4671091157524888,0.5038325471698113,0.5184994103773585,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_A,0.5879828326180258,0.7272727272727273,0.1509433962264151,0.48298816568047337,0.5719803892437973,0.5518496508691131,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,SSI,0
Random_Forest,Config_A,0.5879828326180258,0.5925925925925926,0.3018867924528302,0.5431372549019609,0.584199970286733,0.5643292229980686,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_LLM,0.5236051502145923,0.46987951807228917,0.36792452830188677,0.5059881955188814,0.5385158223146634,0.5107339176942505,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,SSI,0
Random_Forest,Config_LLM,0.48497854077253216,0.4426229508196721,0.5094339622641509,0.4847412649270234,0.5141138018125092,0.4870004456990046,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_Hybrid,0.5665236051502146,0.6923076923076923,0.08490566037735849,0.4300971108904657,0.591665428613876,0.5267047986926162,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,SSI,0
Random_Forest,Config_Hybrid,0.575107296137339,0.5636363636363636,0.29245283018867924,0.5302515018837186,0.5583865696033278,0.5517382261179616,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_A,0.5431034482758621,0.8181818181818182,0.15,0.46216429008835624,0.6078869047619047,0.5571428571428572,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,SSI,0
Random_Forest,Config_A,0.43103448275862066,0.42105263157894735,0.26666666666666666,0.4169966494060311,0.4871279761904762,0.4369047619047619,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_LLM,0.5,0.5285714285714286,0.30833333333333335,0.4830580099884748,0.5266369047619047,0.5068452380952382,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,SSI,0
Random_Forest,Config_LLM,0.5258620689655172,0.5357142857142857,0.625,0.5188536953242835,0.5818452380952381,0.5223214285714286,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_Hybrid,0.5172413793103449,0.8333333333333334,0.08333333333333333,0.40708287696239503,0.5742559523809524,0.5327380952380952,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,SSI,0
Random_Forest,Config_Hybrid,0.5905172413793104,0.6865671641791045,0.38333333333333336,0.5745091604085021,0.5835193452380953,0.5979166666666667,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_A,0.5652173913043478,0.7368421052631579,0.12844036697247707,0.4587725903614458,0.5617560087952082,0.5435590264614452,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,SSI,0
Random_Forest,Config_A,0.5130434782608696,0.4482758620689655,0.11926605504587157,0.42028985507246375,0.6090681628629919,0.4935173250435969,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_LLM,0.5391304347826087,0.5238095238095238,0.30275229357798167,0.5078326873385013,0.5761998635226325,0.5274092046402306,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,SSI,0
Random_Forest,Config_LLM,0.5478260869565217,0.5196850393700787,0.6055045871559633,0.5475181598062954,0.5717643490787778,0.5506861778755023,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_Hybrid,0.5826086956521739,1.0,0.11926605504587157,0.4645455427296537,0.536583516566836,0.5596330275229358,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,SSI,0
Random_Forest,Config_Hybrid,0.5521739130434783,0.6363636363636364,0.12844036697247707,0.4503352746003388,0.5957995299112897,0.5311623322465691,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,SSI,0
Logistic_Regression,Config_A,0.5213675213675214,0.43137254901960786,0.20952380952380953,0.46153846153846156,0.49605020302694725,0.492358803986711,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VCB,0
Random_Forest,Config_A,0.5427350427350427,0.4791666666666667,0.21904761904761905,0.48048552754435103,0.5366186784791437,0.512624584717608,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_LLM,0.5384615384615384,0.4666666666666667,0.2,0.470188679245283,0.498375784422296,0.5069767441860465,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VCB,0
Random_Forest,Config_LLM,0.5042735042735043,0.44554455445544555,0.42857142857142855,0.49707255614022083,0.4925433739387228,0.4972314507198228,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_Hybrid,0.4829059829059829,0.3620689655172414,0.2,0.430473700090516,0.46474713916574384,0.45658914728682176,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VCB,0
Random_Forest,Config_Hybrid,0.5512820512820513,0.5,0.29523809523809524,0.5112101378638073,0.4963455149501661,0.5274640088593577,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_A,0.6223175965665236,0.8888888888888888,0.1568627450980392,0.5061657032755299,0.6624756772938182,0.5707977847627601,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VCB,0
Random_Forest,Config_A,0.6351931330472103,0.7741935483870968,0.23529411764705882,0.5528235001919213,0.6884822631342613,0.590929501571621,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_LLM,0.4978540772532189,0.4409448818897638,0.5490196078431373,0.49770604167818255,0.4541984732824428,0.503517437509355,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VCB,0
Random_Forest,Config_LLM,0.5107296137339056,0.4166666666666667,0.29411764705882354,0.4772083136513935,0.49524771740757373,0.48675348001796137,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_Hybrid,0.5321888412017167,0.29411764705882354,0.049019607843137254,0.38495628799070064,0.5886094895973656,0.4787082772040114,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VCB,0
Random_Forest,Config_Hybrid,0.6180257510729614,0.8823529411764706,0.14705882352941177,0.49780834524011336,0.6425310582248166,0.5658958239784463,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_A,0.5862068965517241,0.5,0.21875,0.5049346492397973,0.7244944852941176,0.5321691176470589,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VCB,0
Random_Forest,Config_A,0.5775862068965517,0.4772727272727273,0.21875,0.49876543209876545,0.6175321691176471,0.5248161764705883,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_LLM,0.5129310344827587,0.4297520661157025,0.5416666666666666,0.5108863971342749,0.5193397671568627,0.517156862745098,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VCB,0
Random_Forest,Config_LLM,0.5474137931034483,0.4536082474226804,0.4583333333333333,0.5342523373420263,0.5209482230392157,0.5343137254901961,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_Hybrid,0.5775862068965517,0.4722222222222222,0.17708333333333334,0.48119751734209565,0.6615349264705882,0.5186887254901961,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VCB,0
Random_Forest,Config_Hybrid,0.625,0.6363636363636364,0.21875,0.5329399514057619,0.5299862132352942,0.5652573529411764,10d,930,232,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_A,0.6739130434782609,0.7288135593220338,0.4215686274509804,0.6416626851409459,0.7650122549019608,0.6482843137254902,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,VCB,0
Random_Forest,Config_A,0.6782608695652174,0.8181818181818182,0.35294117647058826,0.6287409475612948,0.7630208333333333,0.6452205882352942,20d,922,230,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_LLM,0.5043478260869565,0.4583333333333333,0.6470588235294118,0.5019375427399134,0.4553844975490196,0.5188419117647058,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,VCB,0
Random_Forest,Config_LLM,0.46956521739130436,0.3780487804878049,0.30392156862745096,0.447463768115942,0.41804534313725483,0.4527420343137255,20d,922,230,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_Hybrid,0.6260869565217392,0.66,0.3235294117647059,0.5774948735475052,0.6678155637254902,0.5953584558823529,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,VCB,0
Random_Forest,Config_Hybrid,0.6565217391304348,0.7446808510638298,0.3431372549019608,0.6078896825568096,0.6995634191176472,0.6246936274509804,20d,922,230,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,material_events_only_per_ticker,VCB,0
Logistic_Regression,Config_A,0.5042735042735043,0.46357615894039733,0.6666666666666666,0.49985259433962265,0.5367294204503507,0.5193798449612403,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VNM,0
Random_Forest,Config_A,0.5256410256410257,0.4625,0.3523809523809524,0.503886925795053,0.5418973791066815,0.5095238095238095,1d,937,234,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VNM,0
Logistic_Regression,Config_LLM,0.4358974358974359,0.42702702702702705,0.7523809523809524,0.40162727624951566,0.4664082687338501,0.4653377630121816,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VNM,0
Random_Forest,Config_LLM,0.46153846153846156,0.40707964601769914,0.4380952380952381,0.4590091743119266,0.4715393133997785,0.4593576965669989,1d,937,234,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VNM,0
Logistic_Regression,Config_Hybrid,0.49572649572649574,0.4496124031007752,0.5523809523809524,0.49572649572649574,0.49737910668143226,0.5009966777408639,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VNM,0
Random_Forest,Config_Hybrid,0.5641025641025641,0.52,0.37142857142857144,0.5395833333333333,0.543078626799557,0.5461794019933555,1d,937,234,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,material_events_only_per_ticker,VNM,0
Logistic_Regression,Config_A,0.5364806866952789,0.4810126582278481,0.7450980392156863,0.5301717699775952,0.6359077982337974,0.559571920371202,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VNM,0
Random_Forest,Config_A,0.5708154506437768,0.509090909090909,0.5490196078431373,0.5673005496954391,0.6041760215536597,0.568402933692561,5d,934,233,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VNM,0
Logistic_Regression,Config_LLM,0.41201716738197425,0.3988439306358382,0.6764705882352942,0.39227034745359357,0.5117497380631643,0.4412887292321509,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VNM,0
Random_Forest,Config_LLM,0.4248927038626609,0.38405797101449274,0.5196078431372549,0.42437315634218287,0.42718155964675947,0.43537644065259695,5d,934,233,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VNM,0
Logistic_Regression,Config_Hybrid,0.5622317596566524,0.5,0.6078431372549019,0.5618362831858407,0.5490944469390809,0.5672803472534051,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VNM,0
Random_Forest,Config_Hybrid,0.5836909871244635,0.5233644859813084,0.5490196078431373,0.5792266304246645,0.6008456817841641,0.5798533153719503,5d,934,233,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,material_events_only_per_ticker,VNM,0
Logistic_Regression,Config_A,0.5948275862068966,0.5704225352112676,0.7105263157894737,0.5904447115384616,0.6236990782039844,0.5967885816235504,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VNM,0
Random_Forest,Config_A,0.5603448275862069,0.5588235294117647,0.5,0.5582437275985663,0.6135518881950639,0.5593220338983051,10d,930,232,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VNM,0
Logistic_Regression,Config_LLM,0.38362068965517243,0.41317365269461076,0.6052631578947368,0.35484121890982634,0.46297948260481714,0.3873773416592328,10d,930,232,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,material_events_only_per_ticker,VNM,0
