segment_type,segment_name,n_samples,keyword,direction,n_occurrences,n_excluded,chi_statistic,chi_p_raw,chi_p_adj,chi_test_used,mw_statistic,mw_p_raw,mw_p_adj,logit_coef,logit_ci_lower,logit_ci_upper,logit_p_raw,logit_p_adj,significant_chi,significant_mw,significant_logit,significant_any
sector,Consumer,170,dự án trì hoãn,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,thu hẹp hoạt động,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,dừng dự án,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,bị thanh tra,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,bị kiểm toán từ chối,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,đình chỉ,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,khởi tố,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,điều tra,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,tranh chấp pháp lý,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,bị kiện,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,thay đổi lãnh đạo,neutral,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,sáp nhập,neutral,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Consumer,170,phát hành cổ phiếu mới,neutral,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lợi nhuận tăng,positive,1,0,inf,0.46564885496183217,1.0,fisher_exact,2170.0,0.29100016969831155,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,doanh thu tăng,positive,2,0,1.15,1.0,1.0,fisher_exact,2140.0,0.9221199474603667,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,tăng trưởng mạnh,positive,1,0,0.0,1.0,1.0,fisher_exact,2104.5,0.358514141628713,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,vượt kế hoạch,positive,3,0,0.5666666666666667,1.0,1.0,fisher_exact,2110.0,0.6626420654526229,0.8697177109065677,,,,,,False,False,False,False
sector,Energy,131,kỷ lục,positive,6,0,1.1551724137931034,1.0,1.0,fisher_exact,2149.0,0.8634662429728801,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,tăng trưởng,positive,13,0,0.10512211114809064,0.7457673921028145,1.0,chi_square,2069.5,0.5631944924836227,0.8156609891142123,,,,,,False,False,False,False
sector,Energy,131,lãi ròng,positive,3,0,2.3389830508474576,0.5976593972333365,1.0,fisher_exact,2175.5,0.47629462248725707,0.7581603599134906,,,,,,False,False,False,False
sector,Energy,131,lãi lớn,positive,2,0,1.15,1.0,1.0,fisher_exact,2140.0,0.9221199474603667,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,lãi đậm,positive,1,0,inf,0.46564885496183217,1.0,fisher_exact,2170.0,0.29100016969831155,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,báo lãi,positive,19,0,0.02984658110440029,0.8628387976002605,1.0,chi_square,2065.5,0.6031620648223404,0.8444268907512765,,,,,,False,False,False,False
sector,Energy,131,doanh thu kỷ lục,positive,2,0,1.15,1.0,1.0,fisher_exact,2139.0,0.9393885330021223,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,lãi kỷ lục,positive,5,0,0.275,0.3713428081770884,1.0,fisher_exact,2047.0,0.22389243274137027,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,bứt phá,positive,3,0,2.3389830508474576,0.5976593972333365,1.0,fisher_exact,2175.5,0.47629462248725707,0.7581603599134906,,,,,,False,False,False,False
sector,Energy,131,tăng vọt,positive,1,0,0.0,1.0,1.0,fisher_exact,2104.5,0.358514141628713,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,tăng mạnh,positive,5,0,4.842105263157895,0.1834056581806851,1.0,fisher_exact,2246.5,0.12285724822148782,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,khởi sắc,positive,1,0,0.0,1.0,1.0,fisher_exact,2104.5,0.358514141628713,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,lập đỉnh,positive,1,0,0.0,1.0,1.0,fisher_exact,2104.5,0.358514141628713,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,hoàn thành kế hoạch,positive,1,0,inf,0.46564885496183217,1.0,fisher_exact,2170.0,0.29100016969831155,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,chia cổ tức,positive,6,0,6.160714285714286,0.09649837824924072,1.0,fisher_exact,2282.0,0.062024275199087216,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,tăng vốn điều lệ,positive,10,0,0.7485380116959064,0.7503531822412921,1.0,fisher_exact,2097.0,0.707054049222399,0.8998869717375988,,,,,,False,False,False,False
sector,Energy,131,cổ tức tiền mặt,positive,4,0,1.152542372881356,1.0,1.0,fisher_exact,2144.0,0.8953117912299917,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,ký kết hợp đồng,positive,3,0,0.0,0.2477980035231943,1.0,fisher_exact,2043.5,0.10514097415209528,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,hợp tác chiến lược,positive,1,0,0.0,1.0,1.0,fisher_exact,2104.5,0.358514141628713,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,doanh thu giảm,negative,2,0,inf,0.21491485613623018,1.0,fisher_exact,2205.0,0.13106747741323688,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,sụt giảm,negative,4,0,3.5689655172413794,0.33781442461319966,1.0,fisher_exact,2208.0,0.26171329962802814,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,lỗ lớn,negative,1,0,inf,0.46564885496183217,1.0,fisher_exact,2170.0,0.29100016969831155,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,lao dốc,negative,2,0,1.15,1.0,1.0,fisher_exact,2140.0,0.9221199474603667,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,giảm sâu,negative,2,0,0.0,0.49853200234879624,1.0,fisher_exact,2074.0,0.18871890258398427,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,giảm mạnh,negative,3,0,2.3389830508474576,0.5976593972333365,1.0,fisher_exact,2174.5,0.48738880280152974,0.7581603599134906,,,,,,False,False,False,False
sector,Energy,131,không đạt kế hoạch,negative,1,0,inf,0.46564885496183217,1.0,fisher_exact,2170.0,0.29100016969831155,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,không chia cổ tức,negative,2,0,inf,0.21491485613623018,1.0,fisher_exact,2205.0,0.13106747741323688,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,nợ xấu,negative,2,0,1.15,1.0,1.0,fisher_exact,2140.0,0.9221199474603667,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,bị phạt,negative,2,0,1.15,1.0,1.0,fisher_exact,2140.0,0.9221199474603667,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,vi phạm,negative,9,0,0.5517241379310345,0.5020999272611416,1.0,fisher_exact,2059.0,0.426928259028604,0.7471244533000571,,,,,,False,False,False,False
sector,Energy,131,bị kiểm toán từ chối,negative,1,0,inf,0.46564885496183217,1.0,fisher_exact,2170.0,0.29100016969831155,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,cảnh báo,negative,5,0,1.7586206896551724,0.6633961492601732,1.0,fisher_exact,2179.0,0.5454090792592647,0.8156609891142123,,,,,,False,False,False,False
sector,Energy,131,đình chỉ,negative,1,0,inf,0.46564885496183217,1.0,fisher_exact,2170.0,0.29100016969831155,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,khởi tố,negative,1,0,0.0,1.0,1.0,fisher_exact,2104.5,0.358514141628713,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,đại hội cổ đông,neutral,1,0,0.0,1.0,1.0,fisher_exact,2104.5,0.358514141628713,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,sáp nhập,neutral,3,0,0.5666666666666667,1.0,1.0,fisher_exact,2108.0,0.6370109750297697,0.8630471274596879,,,,,,False,False,False,False
sector,Energy,131,mua lại,neutral,7,0,0.4406779661016949,0.4483436890652839,1.0,fisher_exact,2053.5,0.33758043374274327,0.6546779977567802,,,,,,False,False,False,False
sector,Energy,131,thoái vốn,neutral,5,0,0.7570621468926554,1.0,1.0,fisher_exact,2114.5,0.781013616891381,0.9393885330021223,,,,,,False,False,False,False
sector,Energy,131,lợi nhuận sau thuế tăng,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,kết quả tích cực,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lãi khủng,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lợi nhuận kỷ lục,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,phục hồi,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lợi nhuận cải thiện,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,cổ tức cao,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,mua lại cổ phiếu,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,phát hành thưởng,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,giảm nợ,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,trả nợ,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,cải thiện tài chính,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,hệ số an toàn vốn,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,dòng tiền dương,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,tiền mặt dồi dào,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,mở rộng thị trường,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,dự án mới,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,đầu tư mới,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,thắng thầu,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,xuất khẩu tăng,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lợi nhuận giảm,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lợi nhuận âm,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,thua lỗ,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lỗ ròng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,dưới kế hoạch,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,kết quả tiêu cực,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lợi nhuận thấp hơn,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,báo lỗ,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lỗ nặng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lỗ kỷ lục,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lỗ lũy kế,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,tụt dốc,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,kinh doanh sa sút,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,âm vốn chủ sở hữu,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,lợi nhuận không tăng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,doanh thu không tăng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,không tăng trưởng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,tăng trưởng chậm lại,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,không hoàn thành kế hoạch,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,chưa có lãi,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,hủy cổ tức,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,giảm cổ tức,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,phát hành pha loãng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,chào bán giá thấp,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,nợ vay tăng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,áp lực tài chính,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,nợ quá hạn,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,hệ số nợ cao,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,thiếu thanh khoản,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,dòng tiền âm,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,hủy hợp đồng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,dự án trì hoãn,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,thu hẹp hoạt động,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,đóng cửa,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,dừng dự án,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,bị thanh tra,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,điều tra,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,tranh chấp pháp lý,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,bị kiện,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,họp HĐQT,neutral,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,thay đổi lãnh đạo,neutral,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,thay CEO,neutral,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,phát hành cổ phiếu mới,neutral,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Energy,131,niêm yết thêm,neutral,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lợi nhuận tăng,positive,2,0,0.9302325581395349,1.0,1.0,fisher_exact,3521.0,0.9730414414135492,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,doanh thu tăng,positive,1,0,0.0,0.48214285714285704,1.0,fisher_exact,3480.0,0.30561659644538763,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,tăng trưởng mạnh,positive,1,0,0.0,0.48214285714285704,1.0,fisher_exact,3480.0,0.30561659644538763,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,vượt kế hoạch,positive,6,0,0.9285714285714286,1.0,1.0,fisher_exact,3518.0,0.9606274452675002,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,kỷ lục,positive,8,0,1.5853658536585367,0.7213105507236334,1.0,fisher_exact,3594.5,0.5442088690463411,0.8956388016240243,,,,,,False,False,False,False
sector,Industrial,168,tăng trưởng,positive,6,0,1.9036144578313252,0.6830290329658908,1.0,fisher_exact,3600.5,0.4500670696258299,0.843875755548431,,,,,,False,False,False,False
sector,Industrial,168,lãi ròng,positive,3,0,0.45930232558139533,0.6096176837375162,1.0,fisher_exact,3477.0,0.5244295420160652,0.8956388016240243,,,,,,False,False,False,False
sector,Industrial,168,kết quả tích cực,positive,1,0,inf,1.0,1.0,fisher_exact,3564.0,0.3405956847062134,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,lãi lớn,positive,2,0,0.0,0.2309666381522669,1.0,fisher_exact,3436.5,0.14385376994371157,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,lãi đậm,positive,2,0,0.9302325581395349,1.0,1.0,fisher_exact,3520.5,0.966304805045689,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,báo lãi,positive,24,0,0.22349936143039573,0.6363864191256821,1.0,chi_square,3636.5,0.5572863654549485,0.8956388016240243,,,,,,False,False,False,False
sector,Industrial,168,lãi kỷ lục,positive,6,0,0.9285714285714286,1.0,1.0,fisher_exact,3516.0,0.9448999020711426,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,bứt phá,positive,4,0,0.9294117647058824,1.0,1.0,fisher_exact,3519.5,0.9664436441920038,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,tăng vọt,positive,1,0,inf,1.0,1.0,fisher_exact,3564.0,0.3405956847062134,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,tăng mạnh,positive,3,0,0.45930232558139533,0.6096176837375162,1.0,fisher_exact,3477.0,0.5244295420160652,0.8956388016240243,,,,,,False,False,False,False
sector,Industrial,168,khởi sắc,positive,1,0,inf,1.0,1.0,fisher_exact,3564.0,0.3405956847062134,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,hoàn thành kế hoạch,positive,3,0,1.8823529411764706,1.0,1.0,fisher_exact,3560.0,0.6183743004012907,0.8976401134857446,,,,,,False,False,False,False
sector,Industrial,168,chia cổ tức,positive,13,0,0.5069564473346453,0.47645936323423643,1.0,chi_square,3379.5,0.3255149413988383,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,mua lại cổ phiếu,positive,1,0,0.0,0.48214285714285704,1.0,fisher_exact,3480.0,0.30561659644538763,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,tăng vốn điều lệ,positive,7,0,0.6875,0.7123781965801602,1.0,fisher_exact,3475.0,0.6598752555425167,0.927949578106664,,,,,,False,False,False,False
sector,Industrial,168,cổ tức tiền mặt,positive,14,0,0.4876349703935911,0.4849841909684516,1.0,chi_square,3671.5,0.32866192934725413,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,trả nợ,positive,1,0,inf,1.0,1.0,fisher_exact,3564.0,0.3405956847062134,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,ký kết hợp đồng,positive,5,0,0.611764705882353,0.6729983061610141,1.0,fisher_exact,3475.0,0.6047450065513784,0.8976401134857446,,,,,,False,False,False,False
sector,Industrial,168,mở rộng thị trường,positive,1,0,0.0,0.48214285714285704,1.0,fisher_exact,3480.0,0.30561659644538763,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,đầu tư mới,positive,1,0,inf,1.0,1.0,fisher_exact,3564.0,0.3405956847062134,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,hợp tác chiến lược,positive,1,0,0.0,0.48214285714285704,1.0,fisher_exact,3480.0,0.30561659644538763,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,lợi nhuận giảm,negative,5,0,0.2238372093023256,0.19740319556284155,1.0,fisher_exact,3389.0,0.14847581688725522,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,doanh thu giảm,negative,1,0,0.0,0.48214285714285704,1.0,fisher_exact,3480.0,0.30561659644538763,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,thua lỗ,negative,2,0,0.0,0.2309666381522669,1.0,fisher_exact,3436.5,0.14385376994371157,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,lỗ ròng,negative,2,0,0.9302325581395349,1.0,1.0,fisher_exact,3520.0,0.959571779706791,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,sụt giảm,negative,6,0,0.9285714285714286,1.0,1.0,fisher_exact,3514.5,0.9331175785749555,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,báo lỗ,negative,2,0,0.9302325581395349,1.0,1.0,fisher_exact,3520.0,0.959571779706791,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,lỗ nặng,negative,2,0,0.9302325581395349,1.0,1.0,fisher_exact,3521.0,0.9730414414135492,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,lỗ kỷ lục,negative,2,0,inf,0.49764756201881954,1.0,fisher_exact,3604.5,0.1737642871286582,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,lao dốc,negative,2,0,0.9302325581395349,1.0,1.0,fisher_exact,3520.0,0.959571779706791,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,giảm sâu,negative,1,0,0.0,0.48214285714285704,1.0,fisher_exact,3480.0,0.30561659644538763,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,giảm mạnh,negative,5,0,3.855421686746988,0.3690790848283092,1.0,fisher_exact,3642.5,0.2013173599710183,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,không chia cổ tức,negative,1,0,inf,1.0,1.0,fisher_exact,3564.0,0.3405956847062134,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,bị phạt,negative,3,0,1.8823529411764706,1.0,1.0,fisher_exact,3562.0,0.5990056184667818,0.8976401134857446,,,,,,False,False,False,False
sector,Industrial,168,vi phạm,negative,10,0,0.6024096385542169,0.5242823683767381,1.0,fisher_exact,3420.5,0.4275241390778338,0.8364602721088054,,,,,,False,False,False,False
sector,Industrial,168,đại hội cổ đông,neutral,2,0,0.9302325581395349,1.0,1.0,fisher_exact,3521.0,0.9730414414135492,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,họp HĐQT,neutral,1,0,0.0,0.48214285714285704,1.0,fisher_exact,3480.0,0.30561659644538763,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,sáp nhập,neutral,2,0,0.9302325581395349,1.0,1.0,fisher_exact,3520.0,0.959571779706791,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,mua lại,neutral,1,0,inf,1.0,1.0,fisher_exact,3564.0,0.3405956847062134,0.6966729914445274,,,,,,False,False,False,False
sector,Industrial,168,thoái vốn,neutral,4,0,0.9294117647058824,1.0,1.0,fisher_exact,3518.5,0.9568644214501407,0.9730414414135492,,,,,,False,False,False,False
sector,Industrial,168,lợi nhuận sau thuế tăng,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lãi khủng,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lợi nhuận kỷ lục,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,doanh thu kỷ lục,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,phục hồi,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lập đỉnh,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lợi nhuận cải thiện,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,cổ tức cao,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,phát hành thưởng,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,giảm nợ,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,cải thiện tài chính,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,hệ số an toàn vốn,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,dòng tiền dương,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,tiền mặt dồi dào,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,dự án mới,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,thắng thầu,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,xuất khẩu tăng,positive,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lợi nhuận âm,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,dưới kế hoạch,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,kết quả tiêu cực,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lợi nhuận thấp hơn,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lỗ lớn,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lỗ lũy kế,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,tụt dốc,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,kinh doanh sa sút,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,âm vốn chủ sở hữu,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,lợi nhuận không tăng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,doanh thu không tăng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,không tăng trưởng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,tăng trưởng chậm lại,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,không hoàn thành kế hoạch,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,không đạt kế hoạch,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,chưa có lãi,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,hủy cổ tức,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,giảm cổ tức,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,phát hành pha loãng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,chào bán giá thấp,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,nợ xấu,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,nợ vay tăng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,áp lực tài chính,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,nợ quá hạn,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,hệ số nợ cao,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,thiếu thanh khoản,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,dòng tiền âm,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,hủy hợp đồng,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,dự án trì hoãn,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,thu hẹp hoạt động,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,đóng cửa,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,dừng dự án,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,bị thanh tra,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,bị kiểm toán từ chối,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,cảnh báo,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,đình chỉ,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
sector,Industrial,168,khởi tố,negative,0,1,,,,excluded,,,,,,,,,False,False,False,False
