universe,relevance_variant,unit,model,n_test,ba_a,ba_hybrid,delta_hybrid_minus_a,b,c,n_discordant,p_mid
VN30,direct,2week,Logistic_Regression,720,0.6975757575757575,0.7070707070707071,0.009494949494949556,36,43,79,0.434042255345479
VN30,direct,2week,Random_Forest,720,0.6923232323232323,0.693939393939394,0.0016161616161616266,24,22,46,0.7708669945730267
VN30,direct,2week,XGBoost,720,0.6953535353535354,0.6915151515151514,-0.003838383838383974,45,34,79,0.21851803947870396
VN30,direct,month,LightGBM,330,0.652780487804878,0.6359024390243901,-0.01687804878048782,13,8,21,0.28627872467041016
VN30,direct,month,Logistic_Regression,330,0.6051707317073171,0.5750243902439025,-0.03014634146341455,21,8,29,0.01612480171024799
VN30,direct,month,Random_Forest,330,0.6753170731707316,0.672,-0.0033170731707315992,12,10,22,0.6776394844055178
VN30,direct,month,XGBoost,330,0.6205853658536585,0.624390243902439,0.003804878048780491,17,16,33,0.8641662404406816
VN30,direct,quarter,LightGBM,90,0.7047566976489885,0.7039365773646802,-0.0008201202843083344,2,1,3,0.6249999999999999
VN30,direct,quarter,Logistic_Regression,90,0.6394204483324221,0.6394204483324221,0.0,0,0,0,1.0
VN30,direct,quarter,Random_Forest,90,0.753143794423182,0.7200656096227447,-0.03307818480043734,7,4,11,0.3876953124999999
VN30,direct,quarter,XGBoost,90,0.6853471842536906,0.669218151995626,-0.016129032258064613,3,2,5,0.6875000000000002
VN30,direct_indirect,1week,LightGBM,1440,0.696219027255284,0.68475639934757,-0.011462627907713907,71,52,123,0.0875527668901704
VN30,direct_indirect,1week,Logistic_Regression,1440,0.675595317913297,0.6798851177226393,0.004289799809342298,4,13,17,0.03088378906250004
VN30,direct_indirect,1week,Random_Forest,1440,0.6298411103986503,0.636990776747554,0.007149666348903683,26,41,67,0.06811867428409973
VN30,direct_indirect,1week,XGBoost,1440,0.6673192591165865,0.6805604655755451,0.013241206458958543,79,95,174,0.2263749987927216
VN30,direct_indirect,2month,LightGBM,150,0.69896004378763,0.7170224411603722,0.01806239737274218,4,6,10,0.5488281250000001
VN30,direct_indirect,2month,Logistic_Regression,150,0.5290093048713739,0.5506294471811713,0.021620142309797474,5,8,13,0.4239501953124999
VN30,direct_indirect,2month,Random_Forest,150,0.7162014230979749,0.6888341543513957,-0.027367268746579132,7,3,10,0.2265625
