model,config,accuracy,precision,recall,f1_macro,auc_roc,balanced_accuracy,horizon,n_train,n_test,n_features,train_start,train_end,test_start,test_end,variant,lag_days
Logistic_Regression,Config_Hybrid,0.4317596566523605,0.40165876777251186,0.6834677419354839,0.4186416402834313,0.47244020926756347,0.46430487246251023,5d,4670,1165,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_non_irrelevant,0
Random_Forest,Config_Hybrid,0.4944206008583691,0.4231404958677686,0.5161290322580645,0.4928901826802914,0.5007398500409855,0.4972274458749216,5d,4670,1165,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,relevant_non_irrelevant,0
Logistic_Regression,Config_A,0.4603448275862069,0.391304347826087,0.38372093023255816,0.4525975533637479,0.4448757763975155,0.4527300303336704,10d,4650,1160,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_non_irrelevant,0
Random_Forest,Config_A,0.4939655172413793,0.43486238532110094,0.45930232558139533,0.4902526502864577,0.5141797871828206,0.490520728008089,10d,4650,1160,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_non_irrelevant,0
Logistic_Regression,Config_LLM,0.45517241379310347,0.43816631130063965,0.7965116279069767,0.41777242678475557,0.4754020415041649,0.48909432327025854,10d,4650,1160,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_non_irrelevant,0
Random_Forest,Config_LLM,0.4896551724137931,0.44135802469135804,0.5542635658914729,0.48964910403215256,0.4792975708989359,0.4960758823246184,10d,4650,1160,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_non_irrelevant,0
Logistic_Regression,Config_Hybrid,0.4267241379310345,0.4178610804851158,0.7344961240310077,0.39565867641885855,0.4575509172324137,0.4573101738167461,10d,4650,1160,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_non_irrelevant,0
Random_Forest,Config_Hybrid,0.47758620689655173,0.40702479338842973,0.3817829457364341,0.46745454545454546,0.46139679329770333,0.46806538591169533,10d,4650,1160,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,relevant_non_irrelevant,0
Logistic_Regression,Config_A,0.5121739130434783,0.45787545787545786,0.4854368932038835,0.5092345153847734,0.49981499885329866,0.5096475804602094,20d,4610,1150,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_non_irrelevant,0
Random_Forest,Config_A,0.5130434782608696,0.45098039215686275,0.40194174757281553,0.5013642797191535,0.5202935555385675,0.502545676936014,20d,4610,1150,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_non_irrelevant,0
Logistic_Regression,Config_LLM,0.43043478260869567,0.41879350348027844,0.7009708737864078,0.40734288980629774,0.4634660958642306,0.45599724791682594,20d,4610,1150,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_non_irrelevant,0
Random_Forest,Config_LLM,0.45652173913043476,0.41839762611275966,0.5475728155339806,0.45589596806610855,0.43751700940295085,0.4651249904441557,20d,4610,1150,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_non_irrelevant,0
Logistic_Regression,Config_Hybrid,0.42782608695652175,0.41993281075027994,0.7281553398058253,0.3975011465552385,0.4407094258848712,0.4562036541548811,20d,4610,1150,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_non_irrelevant,0
Random_Forest,Config_Hybrid,0.5034782608695653,0.444,0.43106796116504853,0.49654022349581184,0.5108967204342176,0.49663634278724866,20d,4610,1150,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,relevant_non_irrelevant,0
Logistic_Regression,Config_A,0.5196581196581197,0.45454545454545453,0.4775828460038986,0.5147220319769501,0.5332348289970656,0.5150471307645064,1d,4685,1170,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,direct_only,0
Random_Forest,Config_A,0.5307692307692308,0.4533678756476684,0.341130604288499,0.5041680207555778,0.5133233048798217,0.5099869155384656,1d,4685,1170,26,2021-10-13,2025-07-16,2025-07-17,2026-06-25,direct_only,0
Logistic_Regression,Config_LLM,0.4811965811965812,0.43128654970760233,0.5750487329434698,0.48092014813937733,0.4939844113920858,0.4914817485113087,1d,4685,1170,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,direct_only,0
Random_Forest,Config_LLM,0.488034188034188,0.4173076923076923,0.42300194931773877,0.4809170369393785,0.47942090131467685,0.48090736735293327,1d,4685,1170,141,2021-10-13,2025-07-16,2025-07-17,2026-06-25,direct_only,0
Logistic_Regression,Config_Hybrid,0.5162393162393163,0.46050670640834573,0.6023391812865497,0.5161700411484149,0.5141481303461597,0.5256749178883281,1d,4685,1170,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,direct_only,0
Random_Forest,Config_Hybrid,0.5119658119658119,0.4369565217391304,0.391812865497076,0.4977260954325682,0.5042932462222697,0.4987983657774573,1d,4685,1170,167,2021-10-13,2025-07-16,2025-07-17,2026-06-25,direct_only,0
Logistic_Regression,Config_A,0.49871244635193135,0.4083333333333333,0.3951612903225806,0.48516236046201905,0.47009559284439945,0.48532354501181346,5d,4670,1165,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,direct_only,0
Random_Forest,Config_A,0.5218884120171674,0.4419047619047619,0.46774193548387094,0.5144703772346798,0.5294327715897584,0.5148874101933555,5d,4670,1165,26,2021-10-13,2025-07-11,2025-07-14,2026-06-19,direct_only,0
Logistic_Regression,Config_LLM,0.44206008583690987,0.4060975609756098,0.6713709677419355,0.43252669316499104,0.46688304643425427,0.47170940016394236,5d,4670,1165,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,direct_only,0
Random_Forest,Config_LLM,0.45493562231759654,0.39854014598540144,0.5504032258064516,0.45483279279040273,0.4672823545011814,0.46727934085539324,5d,4670,1165,141,2021-10-13,2025-07-11,2025-07-14,2026-06-19,direct_only,0
Logistic_Regression,Config_Hybrid,0.4317596566523605,0.3938618925831202,0.6209677419354839,0.426362781675265,0.46926081296108785,0.4562237812816433,5d,4670,1165,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,direct_only,0
Random_Forest,Config_Hybrid,0.48669527896995707,0.41414141414141414,0.4959677419354839,0.4845590411364309,0.5023280413713294,0.4878941848690872,5d,4670,1165,167,2021-10-13,2025-07-11,2025-07-14,2026-06-19,direct_only,0
Logistic_Regression,Config_A,0.4603448275862069,0.391304347826087,0.38372093023255816,0.4525975533637479,0.4448757763975155,0.4527300303336704,10d,4650,1160,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_only,0
Random_Forest,Config_A,0.4939655172413793,0.43486238532110094,0.45930232558139533,0.4902526502864577,0.5141797871828206,0.490520728008089,10d,4650,1160,26,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_only,0
Logistic_Regression,Config_LLM,0.44913793103448274,0.43035107587768967,0.7364341085271318,0.4247170501032613,0.4819984110934566,0.4776891039530069,10d,4650,1160,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_only,0
Random_Forest,Config_LLM,0.4793103448275862,0.43103448275862066,0.5329457364341085,0.4792964139944291,0.4682053180220521,0.4846405700804083,10d,4650,1160,141,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_only,0
Logistic_Regression,Config_Hybrid,0.4353448275862069,0.41636582430806257,0.6705426356589147,0.4202792395418695,0.47365665174057486,0.4587185227984014,10d,4650,1160,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_only,0
Random_Forest,Config_Hybrid,0.4827586206896552,0.40540540540540543,0.3488372093023256,0.46691176470588236,0.4620332587028745,0.46944966055178394,10d,4650,1160,167,2021-10-13,2025-07-07,2025-07-08,2026-06-12,direct_only,0
Logistic_Regression,Config_A,0.5121739130434783,0.45787545787545786,0.4854368932038835,0.5092345153847734,0.49981499885329866,0.5096475804602094,20d,4610,1150,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only,0
Random_Forest,Config_A,0.5130434782608696,0.45098039215686275,0.40194174757281553,0.5013642797191535,0.5202935555385675,0.502545676936014,20d,4610,1150,26,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only,0
Logistic_Regression,Config_LLM,0.4234782608695652,0.41415313225058004,0.6932038834951456,0.40010432968179444,0.4552343093035701,0.44896414647198224,20d,4610,1150,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only,0
Random_Forest,Config_LLM,0.44521739130434784,0.4040561622464899,0.5029126213592233,0.44520228906042053,0.43380628392324744,0.4506689091048085,20d,4610,1150,141,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only,0
Logistic_Regression,Config_Hybrid,0.4391304347826087,0.4245939675174014,0.7106796116504854,0.41639108996192675,0.4598945034783274,0.4647886247228805,20d,4610,1150,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only,0
Random_Forest,Config_Hybrid,0.5052173913043478,0.444672131147541,0.42135922330097086,0.4969985955779539,0.5253023469153734,0.4972937848788319,20d,4610,1150,167,2021-10-13,2025-06-25,2025-06-26,2026-05-29,direct_only,0
