ticker,quarter_id,y_true,pred_label,pred_proba_up,period_return
SSB,2025Q2,1,0,0.30826323420183027,0.0752670877814804
DGW,2025Q2,1,1,0.9968472511837831,0.2514092628760019
SSI,2025Q2,1,1,0.8422803605810235,0.5164472910689929
ELC,2025Q2,1,1,0.9299673370226254,0.0460133817516932
REE,2025Q2,1,1,0.9810403144412672,0.0750082395294593
MSN,2025Q2,1,1,0.9972110602207352,0.2617095201620232
PVT,2025Q2,1,1,0.7987333574935798,0.0807944058204903
EVF,2025Q2,1,1,0.9966886577887664,0.346174528848222
FRT,2025Q2,1,1,0.9835475724607607,0.0791508419533789
FPT,2025Q2,1,1,0.7343921376988861,0.0451551965441602
VIB,2025Q3,0,0,0.32996549021593824,-0.048177929453473
KLB,2025Q3,1,1,0.9190523744823367,0.1492752787447807
VPB,2025Q3,1,1,0.8331543165221061,0.049019207146672
FPT,2025Q3,0,0,0.001016968439935235,-0.0715172935977022
VGC,2025Q3,0,0,0.0306235785675598,-0.1548634664843276
DIG,2025Q3,0,1,0.8604807681498214,-0.00859151262692
LPB,2025Q3,1,1,0.9985291000420128,0.2170389711225347
GEX,2025Q3,0,1,0.9372372779845888,-0.0615068240081039
CMG,2025Q3,0,0,0.06146317739827036,-0.0812352418354665
CTG,2025Q3,1,1,0.8675866425090413,0.0605105701328556
DGW,2025Q3,0,0,0.0671297132149493,-0.0717375321739431
DCM,2025Q3,0,0,0.1170218343738361,-0.0870765723506812
FRT,2025Q3,1,0,0.06767064473200494,0.0120321206368847
BMP,2025Q3,1,0,0.309033063292503,0.1641127226240485
VCI,2025Q3,0,1,0.7686401094059462,-0.1435860199438473
MCH,2025Q3,1,1,0.9612975453924658,0.5395195664390119
GAS,2025Q3,0,0,0.3660912451699625,-0.0179195118821902
VND,2025Q3,0,0,0.3191410081611729,-0.0828373555036526
MBB,2025Q3,1,1,0.9752491887399567,0.0294753992374926
DPM,2025Q3,0,0,0.013967656025608675,-0.0704617834394904
ELC,2025Q3,0,0,0.40099231433433136,-0.0048350505411642
KDH,2025Q3,1,1,0.9921091193919478,0.0460700451089025
VHM,2025Q3,1,1,0.9713220822763795,0.1090232652804673
EVF,2025Q3,0,1,0.7573893978235929,-0.069268126437761
HCM,2025Q3,0,1,0.688270799499763,-0.1032079463046696
BVH,2025Q3,0,0,0.008837462840810136,-0.0309088581655885
HDB,2025Q3,1,1,0.9809575551755843,0.1244967296687159
BVB,2025Q3,0,0,0.016742589319657986,-0.0811930245611318
VNM,2025Q3,1,0,0.3034227817987498,0.0421439536136827
MSB,2025Q3,0,1,0.83731748302368,-0.0003489144259233
HDG,2025Q3,1,1,0.8489161825012786,0.0584634001679821
EIB,2025Q3,0,0,0.05998567703067031,-0.1454375848032563
GVR,2025Q3,0,0,0.09103220604416196,-0.082607803927601
VIC,2025Q3,1,1,0.9970068380521899,0.954701830445386
HPG,2025Q3,0,1,0.7507263870370994,-6.897027381177729e-05
VHC,2025Q3,0,0,0.09916312943177871,-0.009475059308406
GMD,2025Q3,1,1,0.9408205265381117,0.0119216964469052
VJC,2025Q3,1,0,0.004095418305220836,0.4695520128014548
HSG,2025Q3,0,0,0.42728014528010266,-0.0998158451596036
BSI,2025Q3,0,0,0.47051215048181066,-0.1441263309268618
DXG,2025Q3,0,0,0.022723520020155045,-0.0746962358606862
HAH,2025Q3,1,0,0.059171101772418806,0.054746878632575
CSV,2025Q3,0,0,0.0039060666537441423,-0.1382132315108186
MBS,2025Q3,0,0,0.36355688052059354,-0.0530216760545134
REE,2025Q3,0,0,0.08332161077574775,-0.0461129910869168
PGB,2025Q3,1,0,0.03363767957220963,0.0548448972493113
SCR,2025Q3,0,1,0.9904412570629436,-0.0521182744712364
NLG,2025Q3,0,0,0.15600789533386378,-0.0642753019469256
VBB,2025Q3,0,0,0.1618442276264004,-0.019576293912577
BCM,2025Q3,0,0,0.03308606958459164,-0.0446065483539986
SAB,2025Q3,1,1,0.6379189797272669,0.0082908065047899
PPC,2025Q3,0,0,0.08537603879506585,-0.0583187604759914
VCB,2025Q3,0,0,0.04553556999782835,-0.0495997113247516
NT2,2025Q3,1,1,0.7407231274808261,0.1300887202119157
ACB,2025Q3,1,0,0.35492481602619663,0.0050286516196936
NVL,2025Q3,0,0,0.028478855108916217,-0.1285903869116089
TCB,2025Q3,0,1,0.9284708829897957,-0.0203355700941008
PVT,2025Q3,0,0,0.05311062195977104,-0.010424512040927
PDR,2025Q3,1,0,0.44651511451900855,0.0230075438126994
VRE,2025Q3,1,1,0.9940922707557027,0.1661973880461279
NKG,2025Q3,0,1,0.8818759773105758,-0.0037178089525401
ANV,2025Q3,1,1,0.7331807241710996,0.1596279416859889
POW,2025Q3,0,0,0.0036056138512634986,-0.0214228414608404
BID,2025Q3,0,0,0.3600838046041589,-0.0331005319786172
TPB,2025Q3,1,1,0.5206022522615201,0.0163542809016351
PLX,2025Q3,0,0,0.08438132629625962,-0.0621055201032185
SSI,2025Q3,1,1,0.9804298744983742,0.0125971509359034
VSC,2025Q3,0,1,0.9304296252339754,-0.1125141971747167
MWG,2025Q3,1,1,0.8464676017226176,0.1429850563584044
MSN,2025Q3,0,0,0.09529924550362548,-0.0107500805394181
PNJ,2025Q3,1,1,0.5471457239147638,0.0652511498102823
ABB,2025Q3,1,1,0.9481558507721674,0.2228903474341026
SSB,2025Q3,0,0,0.041358671582877315,-0.1106626418450329
OCB,2025Q3,0,0,0.08823371118058307,-0.0016827019602228
SHB,2025Q3,1,1,0.9722658300439356,0.0529996270284125
VCG,2025Q3,0,1,0.9332975672214197,-0.0209904642894333
NAB,2025Q3,0,0,0.029532381280840667,-0.0481851905500331
BAB,2025Q3,0,0,0.06188811583761414,-0.0736507264457655
STB,2025Q3,1,1,0.830741793180768,0.0155251141552511
PHR,2025Q3,0,0,0.01963773160761489,-0.0525192845838702
FRT,2025Q4,1,1,0.978637917307357,0.0991291948598552
PPC,2025Q4,1,0,0.4988976854483044,0.0279469284823072
VNM,2025Q4,1,0,0.33363246683317754,0.0868124957081441
POW,2025Q4,1,1,0.7077051403059107,0.1460793361285309
FPT,2025Q4,0,0,0.10623667084710138,-0.0476789491054754
PVT,2025Q4,1,1,0.6510267241738636,0.2390523846420829
GAS,2025Q4,1,1,0.9977169088235865,0.6219322438772209
VIB,2025Q4,0,0,0.16911785701709225,-0.0734421599139296
PNJ,2025Q4,1,1,0.9673523057934628,0.2714693027201756
GVR,2025Q4,1,0,0.40374119727772895,0.3331201622845504
ACB,2025Q4,0,0,0.17640554429798344,-0.041167032078684
DCM,2025Q4,1,0,0.09281099403530371,0.2020469396543654
CTG,2025Q4,1,1,0.7935749408826824,0.0667580986747469
VND,2025Q4,0,0,0.4551636296354549,-0.1081123294929222
SSB,2025Q4,0,1,0.7143730127523127,-0.0404199730094465
DGW,2025Q4,1,0,0.007848586151643905,0.1351171712104098
SHB,2025Q4,0,1,0.5742246932786412,-0.0591216880890467
DIG,2025Q4,0,0,0.001767373490242472,-0.2524564005168631
STB,2025Q4,1,1,0.9727259538311674,0.1583886209110515
DPM,2025Q4,1,0,0.4598317883632316,0.1532739772343062
ABB,2025Q4,1,1,0.9925587966120623,0.0906655669245113
VIC,2025Q4,1,1,0.9797946905808239,0.2530851701431593
SCR,2025Q4,0,0,0.0006558274929379277,-0.2120241314749325
VJC,2025Q4,0,1,0.9208739324233359,-0.0626472114954736
DXG,2025Q4,0,0,0.02863486369814827,-0.2223522792921034
SAB,2025Q4,1,0,0.18657034912783194,0.0430866049246282
EIB,2025Q4,0,0,0.0210568890543751,-0.0323874586734774
REE,2025Q4,0,0,0.1155013006939319,-0.0046791465288042
TPB,2025Q4,0,0,0.1890906560446963,-0.0205474943601295
ELC,2025Q4,0,1,0.985207419352861,-0.0092913771018545
TCB,2025Q4,0,1,0.8176308811912609,-0.0487816223115091
EVF,2025Q4,1,0,0.0009493836578053678,0.0126102513699115
CMG,2025Q4,0,0,0.2177989947979904,-0.0366363166341631
CSV,2025Q4,0,0,0.019714824054751376,-0.0281357129720653
GEX,2025Q4,0,0,0.06875052364180564,-0.2215134373011916
SSI,2025Q4,0,0,0.19723052579247452,-0.0540345248855295
HSG,2025Q4,0,0,0.0009458800374208586,-0.0851100776407198
NVL,2025Q4,0,0,0.004970644832458123,-0.1236038524268148
HPG,2025Q4,0,0,0.32885382696228466,-0.0025194037653107
MWG,2025Q4,1,1,0.8433836342694778,0.0508610145799763
BSI,2025Q4,0,0,0.005078265490928667,-0.082196838253376
VCI,2025Q4,0,0,0.12239447645890485,-0.0124143150469354
ANV,2025Q4,0,0,0.01002246471336059,-0.108212171968496
NT2,2025Q4,1,1,0.9094094534555287,0.1346001062258082
KDH,2025Q4,0,1,0.8603602506354082,-0.1768386122020279
VCB,2025Q4,1,1,0.5916282671434986,0.0890005310902369
NLG,2025Q4,0,0,0.0024170262855849676,-0.1969412928441349
VCG,2025Q4,0,0,0.03352769731098003,-0.1613048728796615
KLB,2025Q4,0,1,0.8723232661445081,-0.0948467274233635
VPB,2025Q4,0,1,0.7223634415410434,-0.0608281209723662
VGC,2025Q4,1,0,0.030541437809628837,0.0552717317689499
BCM,2025Q4,0,0,0.23540457024298705,-0.018319041613967
NKG,2025Q4,0,0,0.004068448606277581,-0.0908417223311389
LPB,2025Q4,0,0,0.003105733471051171,-0.1316499395955569
BMP,2025Q4,0,1,0.9218343412770942,-0.0413798474313737
MBS,2025Q4,0,0,0.005453129349650343,-0.1237433697410678
VHC,2025Q4,1,0,0.4348729328305401,0.0747683199145442
NAB,2025Q4,0,1,0.6809344090833944,-0.0416347659302781
MCH,2025Q4,1,1,0.9944298168290505,0.0245157256869712
OCB,2025Q4,0,0,0.04599841986389216,-0.0792237712854169
MSB,2025Q4,0,1,0.6873393879662336,-0.0532699971871669
GMD,2025Q4,1,0,0.17197010321728304,0.1323079548023123
BVH,2025Q4,1,1,0.8232692443740165,0.4199912943785953
PLX,2025Q4,1,1,0.652381616604936,0.517378614094228
PHR,2025Q4,1,1,0.9396554482699792,0.1174051507785769
HAH,2025Q4,0,0,0.04992799418147001,-0.0189439330970654
PGB,2025Q4,0,0,0.3960653531547956,-0.0448268553322442
BAB,2025Q4,0,1,0.7303116948353133,-0.0175289638739011
MSN,2025Q4,0,0,0.47100260102242675,-0.0194517248707232
VHM,2025Q4,1,1,0.9298469122523858,0.0342119657031862
HCM,2025Q4,0,0,0.08718794857213026,-0.018492710906004
BVB,2025Q4,0,1,0.6742136743638991,-0.0295590678752832
VBB,2025Q4,0,1,0.9821647646675534,-0.0526492970348784
VRE,2025Q4,0,1,0.7536675697365147,-0.1472145459809772
HDB,2025Q4,1,1,0.9717483985064789,0.0959100127561888
BID,2025Q4,1,1,0.9268396501508566,0.2136424668854114
PDR,2025Q4,0,0,0.002402252246091291,-0.2404540763673891
HDG,2025Q4,0,0,0.001724401107501217,-0.114874857883019
VSC,2025Q4,0,0,0.004345357345490604,-0.003487883649986
MBB,2025Q4,1,1,0.8565885413493732,0.0893769012378881
CTG,2026Q1,0,0,0.05706636096599054,-0.0683286947497524
BMP,2026Q1,0,0,0.0030410306496984185,-0.0467123874026845
BVH,2026Q1,0,0,0.48097190213714985,-0.0605740675786275
VPB,2026Q1,0,0,0.07450319874012855,-0.0116512630930377
CSV,2026Q1,0,0,0.292237331163714,-0.1212396914961102
ABB,2026Q1,1,1,0.8943010990566046,0.113570984091843
BAB,2026Q1,0,0,0.4781221823849362,-0.0215211063688601
CMG,2026Q1,0,0,0.24225585183337464,-0.1555500534285492
BSI,2026Q1,0,1,0.9049536137950084,-0.0519635111993206
ACB,2026Q1,1,0,0.08312872012442926,0.0164303415855495
VNM,2026Q1,0,0,0.004461735333285599,-0.0876659124565779
VRE,2026Q1,1,0,0.006303402106191745,0.0517468827179083
BVB,2026Q1,0,0,0.12363972180214465,-0.0303762141256097
ANV,2026Q1,0,0,0.11204812765094531,-0.1150643896319106
BCM,2026Q1,0,0,0.007576411228858599,-0.1445114438211152
BID,2026Q1,0,0,0.004738088085847067,-0.1018175277835628
HDG,2026Q1,0,1,0.9083230431461111,-0.0678873687529797
VND,2026Q1,0,0,0.011058020780270609,-0.0506123281956419
MSB,2026Q1,1,0,0.43414861741071986,0.155336778332145
MSN,2026Q1,0,0,0.02424345778703342,-0.020536281899918
VCG,2026Q1,1,1,0.9009289689940781,0.0117396693248519
MWG,2026Q1,0,0,0.17008075094887778,-0.0659079824418794
NAB,2026Q1,1,0,0.24271300355287614,0.0363871418623234
NKG,2026Q1,0,0,0.17234893531086584,-0.0622810467053291
NLG,2026Q1,0,1,0.9146260074416068,-0.0454312083594621
VCB,2026Q1,0,0,0.0015587443251307764,-0.0570524804248285
NT2,2026Q1,0,1,0.6420421507493398,-0.098547702657205
NVL,2026Q1,1,1,0.7436703869189328,0.2485126265075826
OCB,2026Q1,1,1,0.6158303530847773,0.0164685385580077
VBB,2026Q1,1,0,0.25715040922219484,0.2815417709627459
PDR,2026Q1,0,0,0.2639156307571212,-0.0534637315642303
MCH,2026Q1,0,0,0.006754109576434943,-0.1348788131122114
PGB,2026Q1,0,1,0.8519494608487489,-0.052928051705318
PLX,2026Q1,0,0,0.0009359784299846507,-0.2395112478563502
TPB,2026Q1,0,0,0.05961068375899761,-0.0545181968569064
PNJ,2026Q1,0,0,0.03327949777576777,-0.0998569155830881
POW,2026Q1,0,0,0.006832072129465562,-0.0182570377884859
PPC,2026Q1,0,1,0.9142633205696369,-0.0340512282430098
TCB,2026Q1,0,0,0.03118179541798668,-0.0361247721202355
PVT,2026Q1,0,0,0.0134768070780526,-0.0054900905436226
REE,2026Q1,0,1,0.9533451285937101,-0.0229848901425415
SAB,2026Q1,0,0,0.22733002892155407,-0.0105116299670034
SCR,2026Q1,0,1,0.7361387500756649,-0.1510531222328111
STB,2026Q1,1,0,0.06914645300375206,0.1148499232562106
SHB,2026Q1,0,0,0.041084584032542136,-0.0783801129070729
SSB,2026Q1,1,0,0.2139731777794822,0.0037660424994738
PHR,2026Q1,1,0,0.11464598156760411,0.0359380084419322
DCM,2026Q1,1,1,0.9584405436818748,0.0042115042355549
VCI,2026Q1,0,1,0.5378758616644179,-0.0322642149798969
MBB,2026Q1,0,0,0.05303973439164099,-0.0522862532114866
DGW,2026Q1,0,0,0.035226897390662225,-0.0769347186341455
DIG,2026Q1,0,1,0.7425386756875703,-0.0900726484348255
DPM,2026Q1,0,1,0.9718740266791716,-0.0276171755474492
VJC,2026Q1,1,0,0.002805024739782004,0.018634533616795
DXG,2026Q1,1,1,0.8148666862226048,0.0008786422940837
EIB,2026Q1,0,0,0.4455422271578647,-0.0186360795902517
ELC,2026Q1,0,0,0.01220987616182393,-0.2150210925401827
EVF,2026Q1,1,1,0.9916400447480391,0.0774919062382025
VIC,2026Q1,1,0,0.011766539856137867,0.3298073785774215
FPT,2026Q1,0,0,0.0027434521034935527,-0.1864159220494359
FRT,2026Q1,0,0,0.3905400177794554,-0.1272227543390054
GAS,2026Q1,0,0,0.0012857839607208013,-0.2030691376362285
VIB,2026Q1,0,0,0.27566664154181236,-0.01484871844286
MBS,2026Q1,0,0,0.08646647324725433,-0.0442280903138389
GEX,2026Q1,1,0,0.3844595216729585,0.1831921606588343
GVR,2026Q1,0,0,0.03407312691597586,-0.0488009417704314
HAH,2026Q1,0,0,0.13192062688644587,-0.0584315159013579
VHM,2026Q1,1,0,0.23353291537570567,0.3350796899424685
HCM,2026Q1,1,1,0.9234405067932018,0.1826914474889361
HDB,2026Q1,0,0,0.08532595033871088,-0.0406480973437046
SSI,2026Q1,0,0,0.03580986601464012,-0.0903502439869488
VHC,2026Q1,0,0,0.20977563223275536,-0.0130815782549507
HPG,2026Q1,1,0,0.02663862878800502,0.0066954667210154
HSG,2026Q1,1,1,0.8176647826797488,0.0128755519978946
KDH,2026Q1,0,0,0.022463387619137444,-0.1252936385392132
KLB,2026Q1,0,0,0.0044992622801294955,-0.0120194370902465
VGC,2026Q1,0,0,0.3258567350685339,-0.082207427762838
LPB,2026Q1,1,0,0.10744432709038544,0.2087395953963466
GMD,2026Q1,1,1,0.9918332061384683,0.0638199850271289
VSC,2026Q1,0,0,0.23369783903010552,-0.0764412565709912
