variant,ticker,horizon,model,Config_A,Config_Hybrid,Config_LLM,delta_hybrid_minus_A
direct_material_lag1_per_ticker,VNM,1d,Random_Forest,0.5095238095238095,0.53421926910299,0.46744186046511627,0.024695459579180512
direct_lag1_per_ticker,VNM,1d,Random_Forest,0.5095238095238095,0.5339977851605758,0.48361018826135105,0.024473975636766343
material_lag1_per_ticker,SSI,20d,Random_Forest,0.4935173250435969,0.5178557889150049,0.5460990219121995,0.024338463871408034
direct_material_lag1_per_ticker,SSI,20d,Random_Forest,0.4935173250435969,0.5178557889150049,0.5460990219121995,0.024338463871408034
direct_material_only_per_ticker,SSI,1d,Random_Forest,0.494251179245283,0.5184994103773585,0.4943248820754717,0.02424823113207547
material_events_only_per_ticker,SSI,1d,Random_Forest,0.494251179245283,0.5184994103773585,0.4943248820754717,0.02424823113207547
direct_material_only_per_ticker,VCB,1d,Random_Forest,0.512624584717608,0.5355481727574751,0.5166112956810631,0.02292358803986716
relevant_non_irrelevant_per_ticker,SSI,5d,Random_Forest,0.5643292229980686,0.5869855890655178,0.513445253305601,0.02265636606744914
relevant_lag1_per_ticker,HPG,5d,Logistic_Regression,0.5,0.5201436130007558,0.4880196523053666,0.020143613000755844
material_lag1_per_ticker,HPG,10d,Logistic_Regression,0.5,0.5199850018747656,0.4637795275590551,0.019985001874765596
direct_material_only_per_ticker,VCB,20d,Logistic_Regression,0.6482843137254902,0.66796875,0.6425398284313726,0.019684436274509776
material_lag1_per_ticker,FPT,5d,Random_Forest,0.5117554858934169,0.531230407523511,0.4920062695924765,0.019474921630094122
material_lag1_per_ticker,HPG,1d,Logistic_Regression,0.5365671641791044,0.5543283582089552,0.49223880597014924,0.01776119402985077
material_lag1_per_ticker,HPG,20d,Logistic_Regression,0.5,0.5173913043478261,0.5,0.017391304347826098
material_events_only_per_ticker,SSI,20d,Logistic_Regression,0.5435590264614452,0.5596330275229358,0.5274092046402306,0.016074001061490595
direct_material_only_per_ticker,SSI,20d,Logistic_Regression,0.5435590264614452,0.5596330275229358,0.5274092046402306,0.016074001061490595
relevant_non_irrelevant_per_ticker,VCB,1d,Random_Forest,0.512624584717608,0.5284606866002215,0.4460686600221484,0.01583610188261353
material_lag1_per_ticker,VNM,10d,Logistic_Regression,0.5967885816235504,0.612102289622361,0.40900981266726133,0.0153137079988106
direct_material_lag1_per_ticker,VNM,10d,Logistic_Regression,0.5967885816235504,0.612102289622361,0.40900981266726133,0.0153137079988106
direct_lag1_per_ticker,FPT,1d,Random_Forest,0.5072240198660547,0.5222740612536685,0.4750169312965611,0.015050041387613788
material_events_only_per_ticker,HPG,5d,Logistic_Regression,0.5,0.5149659863945578,0.5518140589569162,0.014965986394557818
direct_lag1_per_ticker,VCB,1d,Random_Forest,0.512624584717608,0.5275747508305648,0.4416389811738649,0.014950166112956853
material_events_only_per_ticker,VCB,1d,Random_Forest,0.512624584717608,0.5274640088593577,0.4972314507198228,0.014839424141749769
direct_material_only_per_ticker,FPT,1d,Random_Forest,0.5072240198660547,0.5220483106328542,0.539205357814734,0.014824290766799475
direct_material_only_per_ticker,HPG,1d,Logistic_Regression,0.5365671641791044,0.5505223880597014,0.5047014925373134,0.013955223880597
material_events_only_per_ticker,VNM,20d,Logistic_Regression,0.6543715846994536,0.6679568913175471,0.3871432908318154,0.01358530661809354
direct_material_only_per_ticker,VNM,20d,Logistic_Regression,0.6543715846994536,0.6679568913175471,0.3871432908318154,0.01358530661809354
relevant_non_irrelevant_per_ticker,VNM,1d,Random_Forest,0.5095238095238095,0.522923588039867,0.511295681063123,0.013399778516057559
direct_material_only_per_ticker,HPG,20d,Logistic_Regression,0.5,0.5130434782608695,0.48695652173913045,0.01304347826086949
direct_material_only_per_ticker,FPT,5d,Random_Forest,0.5117554858934169,0.5247257053291536,0.46704545454545454,0.01297021943573673
material_events_only_per_ticker,HPG,1d,Logistic_Regression,0.5365671641791044,0.5494029850746269,0.48970149253731343,0.012835820895522487
material_events_only_per_ticker,FPT,1d,Random_Forest,0.5072240198660547,0.5192640529761456,0.5295357062231921,0.012040033110090942
material_events_only_per_ticker,FPT,5d,Random_Forest,0.5117554858934169,0.5235109717868338,0.47578369905956114,0.011755485893416906
material_events_only_per_ticker,VNM,5d,Random_Forest,0.568402933692561,0.5798533153719503,0.43537644065259695,0.011450381679389277
direct_material_only_per_ticker,VNM,5d,Random_Forest,0.568402933692561,0.5798533153719503,0.43537644065259695,0.011450381679389277
direct_material_only_per_ticker,HPG,10d,Logistic_Regression,0.5,0.5109111361079866,0.5048743907011624,0.010911136107986552
direct_only_per_ticker,FPT,10d,Random_Forest,0.5216662578693484,0.532049709753904,0.41476575913662006,0.010383451884555583
direct_material_lag1_per_ticker,VNM,5d,Random_Forest,0.568402933692561,0.5787681484807663,0.4473506960035923,0.01036521478820529
material_lag1_per_ticker,VNM,5d,Random_Forest,0.568402933692561,0.5787681484807663,0.4473506960035923,0.01036521478820529
direct_material_lag1_per_ticker,HPG,5d,Random_Forest,0.5571806500377929,0.5673847316704459,0.5532879818594104,0.010204081632652962
direct_lag1_per_ticker,VNM,5d,Logistic_Regression,0.559571920371202,0.5689642269121389,0.44798682831911385,0.009392306540936923
material_events_only_per_ticker,VNM,10d,Random_Forest,0.5593220338983051,0.567945286946179,0.4232827832292596,0.008623253047873813
direct_material_only_per_ticker,VNM,10d,Random_Forest,0.5593220338983051,0.567945286946179,0.4232827832292596,0.008623253047873813
direct_only_per_ticker,VCB,1d,Random_Forest,0.512624584717608,0.5210409745293466,0.486046511627907,0.008416389811738645
relevant_lag1_per_ticker,VCB,1d,Random_Forest,0.512624584717608,0.5207087486157254,0.5211517165005537,0.008084163898117391
material_lag1_per_ticker,SSI,20d,Logistic_Regression,0.5435590264614452,0.5513685647130184,0.49757373568883156,0.007809538251573267
direct_material_lag1_per_ticker,SSI,20d,Logistic_Regression,0.5435590264614452,0.5513685647130184,0.49757373568883156,0.007809538251573267
relevant_non_irrelevant_per_ticker,VNM,5d,Logistic_Regression,0.559571920371202,0.567317766801377,0.45558299655740153,0.007745846430175063
material_events_only_per_ticker,VNM,5d,Logistic_Regression,0.559571920371202,0.5672803472534051,0.4412887292321509,0.00770842688220319
direct_material_only_per_ticker,VNM,5d,Logistic_Regression,0.559571920371202,0.5672803472534051,0.4412887292321509,0.00770842688220319
material_events_only_per_ticker,HPG,1d,Random_Forest,0.5326865671641792,0.5403731343283582,0.44865671641791044,0.007686567164179037
direct_lag1_per_ticker,FPT,20d,Random_Forest,0.5134228187919463,0.5201342281879194,0.41871737509321405,0.006711409395973145
direct_material_only_per_ticker,VCB,5d,Random_Forest,0.590929501571621,0.5974779224666966,0.529224666966023,0.0065484208950755685
direct_material_lag1_per_ticker,HPG,1d,Logistic_Regression,0.5365671641791044,0.5429850746268656,0.49723880597014924,0.006417910447761188
direct_material_lag1_per_ticker,HPG,1d,Random_Forest,0.5326865671641792,0.538955223880597,0.5122388059701493,0.006268656716417853
direct_only_per_ticker,VNM,1d,Random_Forest,0.5095238095238095,0.5155038759689923,0.4928017718715393,0.005980066445182786
relevant_lag1_per_ticker,SSI,10d,Logistic_Regression,0.5571428571428572,0.562797619047619,0.5044642857142857,0.005654761904761885
relevant_lag1_per_ticker,VNM,5d,Logistic_Regression,0.559571920371202,0.5640622661278252,0.4392680736416704,0.004490345756623215
direct_only_per_ticker,VNM,5d,Logistic_Regression,0.559571920371202,0.5640622661278252,0.4692037120191588,0.004490345756623215
material_lag1_per_ticker,HPG,20d,Random_Forest,0.5478260869565218,0.5521739130434783,0.5043478260869565,0.004347826086956497
material_events_only_per_ticker,HPG,20d,Logistic_Regression,0.5,0.5043478260869565,0.48260869565217396,0.004347826086956497
direct_material_lag1_per_ticker,HPG,20d,Random_Forest,0.5478260869565218,0.5521739130434783,0.4869565217391304,0.004347826086956497
relevant_lag1_per_ticker,VCB,5d,Random_Forest,0.590929501571621,0.5941850022451729,0.4970812752581949,0.0032555006735518477
direct_lag1_per_ticker,HPG,1d,Logistic_Regression,0.5365671641791044,0.5396268656716418,0.4779850746268657,0.0030597014925373145
direct_lag1_per_ticker,HPG,5d,Logistic_Regression,0.5,0.5030234315948602,0.4250566893424036,0.003023431594860182
direct_material_only_per_ticker,VCB,1d,Logistic_Regression,0.492358803986711,0.4943521594684385,0.49667774086378735,0.001993355481727521
relevant_non_irrelevant_per_ticker,HPG,10d,Logistic_Regression,0.5,0.5019497562804649,0.4974878140232471,0.0019497562804648982
material_lag1_per_ticker,HPG,5d,Logistic_Regression,0.5,0.5011337868480725,0.5063869992441421,0.0011337868480725266
direct_only_per_ticker,VCB,1d,Logistic_Regression,0.492358803986711,0.49346622369878185,0.5079734219269103,0.001107419712070845
direct_lag1_per_ticker,FPT,1d,Logistic_Regression,0.5572277823764016,0.5574159078937466,0.5243434419444654,0.00018812551734503913
direct_only_per_ticker,VCB,10d,Random_Forest,0.5248161764705883,0.5248161764705883,0.5082720588235294,0.0
direct_material_lag1_per_ticker,FPT,20d,Random_Forest,0.5134228187919463,0.5134228187919463,0.3955174413787389,0.0
direct_lag1_per_ticker,FPT,5d,Random_Forest,0.5117554858934169,0.5117554858934169,0.4748040752351097,0.0
relevant_non_irrelevant_per_ticker,VCB,10d,Random_Forest,0.5248161764705883,0.5245098039215687,0.49693627450980393,-0.00030637254901966227
relevant_lag1_per_ticker,VCB,1d,Logistic_Regression,0.492358803986711,0.49169435215946844,0.49878183831672207,-0.0006644518272425626
direct_material_only_per_ticker,HPG,5d,Logistic_Regression,0.5,0.49916855631141344,0.5202191987906274,-0.0008314436885865639
direct_only_per_ticker,HPG,10d,Logistic_Regression,0.5,0.4988376452943382,0.4835770528683915,-0.0011623547056617833
material_lag1_per_ticker,HPG,1d,Random_Forest,0.5326865671641792,0.5302985074626866,0.46365671641791045,-0.002388059701492584
direct_lag1_per_ticker,VCB,5d,Logistic_Regression,0.5707977847627601,0.5680287382128424,0.6539066008082622,-0.0027690465499177197
relevant_lag1_per_ticker,VCB,10d,Random_Forest,0.5248161764705883,0.5217524509803921,0.4745710784313726,-0.0030637254901961786
direct_only_per_ticker,FPT,20d,Random_Forest,0.5134228187919463,0.5100671140939598,0.432264479244345,-0.003355704697986517
direct_lag1_per_ticker,SSI,5d,Random_Forest,0.5643292229980686,0.5602807903729015,0.5236963304115287,-0.0040484326251671865
relevant_lag1_per_ticker,VNM,1d,Random_Forest,0.5095238095238095,0.5045404208194906,0.5181616832779623,-0.004983388704318914
material_lag1_per_ticker,VCB,10d,Logistic_Regression,0.5321691176470589,0.5269607843137255,0.4993872549019608,-0.00520833333333337
direct_lag1_per_ticker,VNM,5d,Random_Forest,0.568402933692561,0.5624906451130071,0.5755500673551863,-0.005912288579553948
relevant_lag1_per_ticker,SSI,5d,Random_Forest,0.5643292229980686,0.5580522953498737,0.5449413162977269,-0.006276927648194985
material_events_only_per_ticker,FPT,20d,Random_Forest,0.5134228187919463,0.5067114093959731,0.32720192228022205,-0.006711409395973145
relevant_lag1_per_ticker,FPT,20d,Random_Forest,0.5134228187919463,0.5067114093959731,0.39427458778689206,-0.006711409395973145
direct_material_only_per_ticker,HPG,1d,Random_Forest,0.5326865671641792,0.5252985074626866,0.46611940298507465,-0.007388059701492589
direct_only_per_ticker,VCB,5d,Logistic_Regression,0.5707977847627601,0.5631267774285287,0.6065334530758868,-0.007671007334231428
material_lag1_per_ticker,VCB,20d,Random_Forest,0.6452205882352942,0.6374080882352942,0.4371170343137255,-0.0078125
material_lag1_per_ticker,SSI,1d,Logistic_Regression,0.5274174528301887,0.5190890330188679,0.47575176886792453,-0.00832841981132082
direct_material_lag1_per_ticker,SSI,1d,Logistic_Regression,0.5274174528301887,0.5190890330188679,0.47575176886792453,-0.00832841981132082
direct_only_per_ticker,HPG,20d,Logistic_Regression,0.5,0.49130434782608695,0.47391304347826085,-0.008695652173913049
direct_lag1_per_ticker,SSI,1d,Random_Forest,0.494251179245283,0.484596108490566,0.4805424528301887,-0.009655070754716999
material_lag1_per_ticker,FPT,20d,Random_Forest,0.5134228187919463,0.5033557046979866,0.3591432595906869,-0.010067114093959662
direct_material_only_per_ticker,FPT,20d,Random_Forest,0.5134228187919463,0.5033557046979866,0.36585466898666,-0.010067114093959662
material_lag1_per_ticker,VCB,5d,Random_Forest,0.590929501571621,0.5806017063313875,0.5020206555904805,-0.010327795240233528
material_lag1_per_ticker,FPT,10d,Random_Forest,0.5216662578693484,0.5112828059847927,0.40630365464802554,-0.010383451884555694
direct_material_only_per_ticker,VNM,10d,Logistic_Regression,0.5967885816235504,0.5863812072554266,0.3873773416592328,-0.010407374368123778
material_events_only_per_ticker,VNM,10d,Logistic_Regression,0.5967885816235504,0.5863812072554266,0.3873773416592328,-0.010407374368123778
material_lag1_per_ticker,VCB,1d,Random_Forest,0.512624584717608,0.5018826135105205,0.531782945736434,-0.01074197120708742
relevant_non_irrelevant_per_ticker,VNM,20d,Logistic_Regression,0.6543715846994536,0.6432149362477231,0.4452792956891317,-0.011156648451730478
direct_lag1_per_ticker,VCB,10d,Random_Forest,0.5248161764705883,0.5134803921568628,0.5585171568627451,-0.011335784313725505
direct_only_per_ticker,FPT,1d,Logistic_Regression,0.5572277823764016,0.5456016254044698,0.5365716005719016,-0.011626156971931811
relevant_lag1_per_ticker,FPT,10d,Random_Forest,0.5216662578693484,0.5099337748344371,0.4052816613523015,-0.011732483034911256
relevant_lag1_per_ticker,VNM,10d,Logistic_Regression,0.5967885816235504,0.5850431162652394,0.5030478739220934,-0.011745465358311002
relevant_non_irrelevant_per_ticker,SSI,10d,Logistic_Regression,0.5571428571428572,0.5452380952380952,0.5044642857142857,-0.011904761904761973
direct_lag1_per_ticker,SSI,10d,Logistic_Regression,0.5571428571428572,0.5452380952380952,0.5044642857142857,-0.011904761904761973
relevant_non_irrelevant_per_ticker,VNM,1d,Logistic_Regression,0.5193798449612403,0.5070874861572536,0.4527131782945737,-0.012292358803986714
direct_only_per_ticker,VCB,5d,Random_Forest,0.590929501571621,0.5783939530010478,0.5357730878610987,-0.012535548570573263
material_events_only_per_ticker,SSI,5d,Random_Forest,0.5643292229980686,0.5517382261179616,0.4870004456990046,-0.012590996880107008
direct_material_only_per_ticker,SSI,5d,Random_Forest,0.5643292229980686,0.5517382261179616,0.4870004456990046,-0.012590996880107008
relevant_lag1_per_ticker,HPG,20d,Logistic_Regression,0.5,0.48695652173913045,0.46956521739130436,-0.013043478260869545
direct_only_per_ticker,VNM,20d,Logistic_Regression,0.6543715846994536,0.6412416514875532,0.4370825743776563,-0.013129933211900369
relevant_non_irrelevant_per_ticker,FPT,20d,Random_Forest,0.5134228187919463,0.5,0.40314027674206643,-0.01342281879194629
material_events_only_per_ticker,VCB,10d,Logistic_Regression,0.5321691176470589,0.5186887254901961,0.517156862745098,-0.013480392156862808
relevant_lag1_per_ticker,VNM,1d,Logistic_Regression,0.5193798449612403,0.5058693244739756,0.5151716500553709,-0.013510520487264754
relevant_lag1_per_ticker,SSI,5d,Logistic_Regression,0.5518496508691131,0.5378472738077552,0.5078740157480315,-0.014002377061357874
direct_material_lag1_per_ticker,HPG,5d,Logistic_Regression,0.5,0.4853363567649282,0.4835978835978836,-0.0146636432350718
direct_material_lag1_per_ticker,FPT,10d,Random_Forest,0.5216662578693484,0.5069086746790941,0.46786853078243806,-0.01475758319025433
direct_material_lag1_per_ticker,FPT,5d,Logistic_Regression,0.46128526645768025,0.44631661442006265,0.421551724137931,-0.014968652037617602
direct_lag1_per_ticker,SSI,1d,Logistic_Regression,0.5274174528301887,0.5117924528301887,0.5231426886792453,-0.015625
direct_material_lag1_per_ticker,SSI,5d,Logistic_Regression,0.5518496508691131,0.5361016193730501,0.5288590105482097,-0.015748031496062964
material_lag1_per_ticker,SSI,5d,Logistic_Regression,0.5518496508691131,0.5361016193730501,0.5288590105482097,-0.015748031496062964
material_events_only_per_ticker,FPT,10d,Random_Forest,0.5216662578693484,0.5055596435287384,0.39923146104161555,-0.016106614340610004
relevant_lag1_per_ticker,HPG,10d,Logistic_Regression,0.5,0.4837270341207349,0.49583802024746904,-0.016272965879265078
direct_only_per_ticker,SSI,1d,Random_Forest,0.494251179245283,0.4777417452830189,0.4462706367924528,-0.01650943396226412
relevant_lag1_per_ticker,FPT,1d,Logistic_Regression,0.5572277823764016,0.5406727368500264,0.5434569945067349,-0.01655504552637521
direct_only_per_ticker,SSI,10d,Logistic_Regression,0.5571428571428572,0.5401785714285714,0.5044642857142857,-0.016964285714285765
direct_only_per_ticker,HPG,5d,Random_Forest,0.5571806500377929,0.5399848828420257,0.4993575207860922,-0.01719576719576721
relevant_non_irrelevant_per_ticker,HPG,20d,Logistic_Regression,0.5,0.4826086956521739,0.4695652173913043,-0.017391304347826098
material_events_only_per_ticker,VNM,1d,Logistic_Regression,0.5193798449612403,0.5009966777408639,0.4653377630121816,-0.018383167220376473
direct_material_only_per_ticker,VNM,1d,Logistic_Regression,0.5193798449612403,0.5009966777408639,0.4653377630121816,-0.018383167220376473
direct_material_only_per_ticker,VNM,20d,Random_Forest,0.6262902246508804,0.6076199149969641,0.5248937462052217,-0.01867030965391625
material_events_only_per_ticker,VNM,20d,Random_Forest,0.6262902246508804,0.6076199149969641,0.5248937462052217,-0.01867030965391625
direct_lag1_per_ticker,HPG,10d,Logistic_Regression,0.5,0.4812523434570679,0.4811023622047244,-0.01874765654293209
relevant_lag1_per_ticker,SSI,1d,Logistic_Regression,0.5274174528301887,0.5085495283018868,0.49926297169811323,-0.018867924528301883
direct_material_lag1_per_ticker,HPG,10d,Logistic_Regression,0.5,0.4810648668916385,0.42943382077240344,-0.01893513310836148
relevant_non_irrelevant_per_ticker,HPG,10d,Random_Forest,0.5190476190476191,0.5,0.42268466441694785,-0.01904761904761909
relevant_lag1_per_ticker,HPG,10d,Random_Forest,0.5190476190476191,0.5,0.46021747281589803,-0.01904761904761909
relevant_non_irrelevant_per_ticker,VCB,1d,Logistic_Regression,0.492358803986711,0.4732004429678849,0.5032115171650056,-0.01915836101882612
direct_material_lag1_per_ticker,FPT,5d,Random_Forest,0.5117554858934169,0.4918495297805643,0.4966692789968652,-0.01990595611285262
relevant_non_irrelevant_per_ticker,VCB,5d,Random_Forest,0.590929501571621,0.5707603652147882,0.5385047148630444,-0.020169136356832817
direct_material_only_per_ticker,FPT,10d,Random_Forest,0.5216662578693484,0.5013490311503557,0.47028043496034666,-0.02031722671899272
direct_lag1_per_ticker,VNM,10d,Logistic_Regression,0.5967885816235504,0.5764198632173654,0.49427594409753195,-0.020368718406185038
material_events_only_per_ticker,VCB,20d,Random_Forest,0.6452205882352942,0.6246936274509804,0.4527420343137255,-0.020526960784313708
direct_lag1_per_ticker,FPT,10d,Random_Forest,0.5216662578693484,0.5008993541002371,0.42093859864279287,-0.020766903769111278
direct_only_per_ticker,SSI,5d,Logistic_Regression,0.5518496508691131,0.5307160897340663,0.5039370078740157,-0.02113356113504683
direct_lag1_per_ticker,SSI,5d,Logistic_Regression,0.5518496508691131,0.5307160897340663,0.5039370078740157,-0.02113356113504683
direct_only_per_ticker,HPG,10d,Random_Forest,0.5190476190476191,0.49688788901387326,0.47506561679790027,-0.022159730033745828
direct_lag1_per_ticker,VCB,5d,Random_Forest,0.590929501571621,0.5685900314324203,0.5444918425385421,-0.02233947013920079
direct_material_lag1_per_ticker,VCB,1d,Logistic_Regression,0.492358803986711,0.4693244739756368,0.44695459579180513,-0.02303433001107419
direct_only_per_ticker,VNM,1d,Logistic_Regression,0.5193798449612403,0.4963455149501661,0.48427464008859356,-0.023034330011074244
direct_material_lag1_per_ticker,VCB,1d,Random_Forest,0.512624584717608,0.4893687707641196,0.5523809523809524,-0.023255813953488358
material_lag1_per_ticker,FPT,5d,Logistic_Regression,0.46128526645768025,0.4380094043887147,0.38240595611285266,-0.023275862068965536
relevant_non_irrelevant_per_ticker,FPT,10d,Random_Forest,0.5216662578693484,0.49803777287220996,0.4110048238083558,-0.023628484997138433
relevant_non_irrelevant_per_ticker,HPG,1d,Random_Forest,0.5326865671641792,0.5090298507462687,0.46738805970149255,-0.02365671641791045
relevant_non_irrelevant_per_ticker,VNM,5d,Random_Forest,0.568402933692561,0.544529262086514,0.5129097440502919,-0.02387367160604703
